Density;f;f0;u;P;u_0;P_0;T;;;;;;
350.2269398;-89.03930861;-86.76940304;-0.012680048;12.63025319;-0.01268824;10.31098218;13820935.95;0;;;;0;
351.8334854;-89.38954554;-87.11987728;-0.012660926;12.74574218;-0.0126699;10.42175033;13820935.95;0;;;;0;
353.440031;-89.73924819;-87.46983852;-0.012641389;12.86428436;-0.012651122;10.53568623;13820935.95;0;;;;0;
355.0465766;-90.08840494;-87.81927456;-0.012621428;12.98594922;-0.012631898;10.65285589;13820935.95;0;;;;0;
356.6531221;-90.43700399;-88.16817298;-0.012601035;13.11080688;-0.012612222;10.77332604;13820935.95;0;;;;0;
358.2596677;-90.78503331;-88.5165212;-0.012580204;13.23892816;-0.012592087;10.89716412;13820935.95;0;;;;0;
359.8662133;-91.13248064;-88.86430642;-0.012558926;13.37038454;-0.012571486;11.02443832;13820935.95;0;;;;0;
361.4727589;-91.47933355;-89.21151566;-0.012537193;13.50524816;-0.012550412;11.15521754;13820935.95;0;;;;0;
363.0793045;-91.82557937;-89.55813576;-0.012514999;13.64359185;-0.012528858;11.28957142;13820935.95;0;;;;0;
364.6858501;-92.17120522;-89.90415334;-0.012492335;13.78548911;-0.012506816;11.42757033;13820935.95;0;;;;0;
366.2923957;-92.51619802;-90.24955484;-0.012469194;13.93101408;-0.012484281;11.56928538;13820935.95;0;;;;0;
367.8989413;-92.86054447;-90.59432652;-0.012445568;14.08024163;-0.012461245;11.71478841;13820935.95;0;;;;0;
369.5054869;-93.20423106;-90.93845442;-0.012421449;14.23324725;-0.0124377;11.86415199;13820935.95;0;;;;0;
371.1120325;-93.54724407;-91.2819244;-0.01239683;14.39010712;-0.01241364;12.01744944;13820935.95;0;;;;0;
372.7185781;-93.88956956;-91.62472212;-0.012371703;14.55089812;-0.012389058;12.17475483;13820935.95;0;;;;0;
374.3251237;-94.23119338;-91.96683304;-0.01234606;14.71569777;-0.012363946;12.33614294;13820935.95;0;;;;0;
375.9316693;-94.57210118;-92.30824241;-0.012319894;14.88458428;-0.012338298;12.50168932;13820935.95;0;;;;0;
377.5382149;-94.91227837;-92.64893532;-0.012293197;15.05763654;-0.012312105;12.67147025;13820935.95;0;;;;0;
379.1447605;-95.25171019;-92.98889661;-0.012265961;15.23493413;-0.012285362;12.84556277;13820935.95;0;;;;0;
380.7513061;-95.59038161;-93.32811097;-0.012238179;15.41655729;-0.01225806;13.02404465;13820935.95;0;;;;0;
382.3578517;-95.92827744;-93.66656285;-0.012209842;15.60258694;-0.012230192;13.20699442;13820935.95;0;;;;0;
383.9643973;-96.26538224;-94.00423652;-0.012180944;15.7931047;-0.012201752;13.39449135;13820935.95;0;;;;0;
385.5709429;-96.60168037;-94.34111604;-0.012151476;15.98819286;-0.012172732;13.58661546;13820935.95;0;;;;0;
387.1774885;-96.93715598;-94.67718527;-0.01212143;16.18793439;-0.012143123;13.78344754;13820935.95;0;;;;0;
388.7840341;-97.271793;-95.01242788;-0.012090799;16.39241298;-0.01211292;13.9850691;13820935.95;0;;;;0;
390.3905797;-97.60557514;-95.34682732;-0.012059575;16.60171295;-0.012082115;14.19156242;13820935.95;0;;;;0;
391.9971252;-97.93848592;-95.68036683;-0.01202775;16.81591937;-0.0120507;14.40301053;13820935.95;0;;;;0;
393.6036708;-98.27050861;-96.01302947;-0.011995317;17.03511794;-0.012018669;14.61949721;13820935.95;0;;;;0;
395.2102164;-98.60162628;-96.34479808;-0.011962268;17.25939511;-0.011986012;14.841107;13820935.95;0;;;;0;
396.816762;-98.93182181;-96.67565528;-0.011928594;17.48883797;-0.011952724;15.06792519;13820935.95;0;;;;0;
398.4233076;-99.26107782;-97.00558352;-0.011894289;17.72353434;-0.011918796;15.30003783;13820935.95;0;;;;0;
400.0298532;-99.58937675;-97.33456501;-0.011859344;17.96357272;-0.011884222;15.53753171;13820935.95;0;;;;0;
401.6363988;-99.9167008;-97.66258178;-0.011823752;18.2090423;-0.011848993;15.78049439;13820935.95;0;;;;0;
403.2429444;-100.243032;-97.98961561;-0.011787504;18.46003299;-0.011813102;16.02901419;13820935.95;0;;;;0;
404.84949;-100.5683521;-98.31564813;-0.011750593;18.71663537;-0.011776542;16.28318015;13820935.95;0;;;;0;
406.4560356;-100.8926426;-98.64066071;-0.011713012;18.97894075;-0.011739305;16.54308212;13820935.95;0;;;;0;
408.0625812;-101.2158849;-98.96463454;-0.011674751;19.24704111;-0.011701383;16.80881066;13820935.95;0;;;;0;
409.6691268;-101.5380602;-99.28755058;-0.011635804;19.52102915;-0.011662769;17.08045712;13820935.95;0;;;;0;
411.2756724;-101.8591494;-99.60938961;-0.011596163;19.80099827;-0.011623455;17.35811356;13820935.95;0;;;;0;
412.882218;-102.1791331;-99.93013216;-0.011555819;20.08704258;-0.011583433;17.64187285;13820935.95;0;;;;0;
414.4887636;-102.4979918;-100.2497586;-0.011514765;20.37925689;-0.011542697;17.93182858;13820935.95;0;;;;0;
416.0953092;-102.8157058;-100.568249;-0.011472993;20.6777367;-0.011501237;18.22807509;13820935.95;0;;;;0;
417.7018548;-103.1322551;-100.8855833;-0.011430496;20.98257825;-0.011459047;18.53070751;13820935.95;0;;;;0;
419.3084004;-103.4476196;-101.2017412;-0.011387264;21.29387845;-0.011416119;18.83982168;13820935.95;0;;;;0;
420.914946;-103.7617789;-101.5167023;-0.011343291;21.61173495;-0.011372445;19.15551423;13820935.95;0;;;;0;
422.5214916;-104.0747123;-101.8304456;-0.011298568;21.93624609;-0.011328018;19.47788252;13820935.95;0;;;;0;
424.1280372;-104.386399;-102.1429505;-0.011253087;22.26751092;-0.011282829;19.80702467;13820935.95;0;;;;0;
425.7345827;-104.696818;-102.4541956;-0.011206841;22.60562922;-0.011236871;20.14303955;13820935.95;0;;;;0;
427.3411283;-105.005948;-102.7641596;-0.011159822;22.95070145;-0.011190135;20.48602678;13820935.95;0;;;;0;
428.9476739;-105.3137676;-103.0728209;-0.011112021;23.3028288;-0.011142615;20.83608674;13820935.95;0;;;;0;
430.5542195;-105.6202549;-103.3801578;-0.011063432;23.66211316;-0.011094303;21.19332053;13820935.95;0;;;;0;
432.1607651;-105.9253881;-103.6861481;-0.011014045;24.02865715;-0.01104519;21.55783003;13820935.95;0;;;;0;
433.7673107;-106.2291451;-103.9907698;-0.010963853;24.40256408;-0.010995269;21.92971786;13820935.95;0;;;;0;
435.3738563;-106.5315035;-104.2940003;-0.010912848;24.78393799;-0.010944532;22.30908737;13820935.95;0;;;;0;
436.9804019;-106.8324406;-104.5958169;-0.010861021;25.17288361;-0.010892971;22.69604266;13820935.95;0;;;;0;
438.5869475;-107.1319338;-104.8961968;-0.010808366;25.5695064;-0.010840578;23.09068859;13820935.95;0;;;;0;
440.1934931;-107.4299599;-105.1951169;-0.010754874;25.97391252;-0.010787346;23.49313075;13820935.95;0;;;;0;
441.8000387;-107.7264957;-105.4925539;-0.010700537;26.38620885;-0.010733266;23.90347547;13820935.95;0;;;;0;
443.4065843;-108.0215177;-105.7884842;-0.010645346;26.80650297;-0.01067833;24.32182982;13820935.95;0;;;;0;
445.0131299;-108.3150023;-106.082884;-0.010589295;27.23490318;-0.010622531;24.7483016;13820935.95;0;;;;0;
446.6196755;-108.6069256;-106.3757294;-0.010532375;27.67151849;-0.010565861;25.18299937;13820935.95;0;;;;0;
448.2262211;-108.8972634;-106.6669963;-0.010474578;28.11645861;-0.010508312;25.6260324;13820935.95;0;;;;0;
449.8327667;-109.1859913;-106.9566601;-0.010415895;28.56983396;-0.010449875;26.07751071;13820935.95;0;;;;0;
451.4393123;-109.4730848;-107.2446962;-0.01035632;29.03175568;-0.010390543;26.53754505;13820935.95;0;;;;0;
453.0458579;-109.7585192;-107.5310799;-0.010295844;29.50233562;-0.010330308;27.00624689;13820935.95;0;;;;0;
454.6524035;-110.0422692;-107.8157859;-0.010234458;29.9816863;-0.010269162;27.48372843;13820935.95;0;;;;0;
456.2589491;-110.3243099;-108.0987891;-0.010172156;30.46992099;-0.010207097;27.97010261;13820935.95;0;;;;0;
457.8654947;-110.6046156;-108.3800639;-0.010108928;30.96715365;-0.010144105;28.46548309;13820935.95;0;;;;0;
459.4720402;-110.8831607;-108.6595846;-0.010044767;31.47349893;-0.010080177;28.96998423;13820935.95;0;;;;0;
461.0785858;-111.1599192;-108.9373252;-0.009979665;31.98907219;-0.010015307;29.48372115;13820935.95;0;;;;0;
462.6851314;-111.4348651;-109.2132595;-0.009913613;32.5139895;-0.009949485;30.00680966;13820935.95;0;;;;0;
464.291677;-111.707972;-109.4873611;-0.009846604;33.04836762;-0.009882705;30.5393663;13820935.95;0;;;;0;
465.8982226;-111.9792134;-109.7596035;-0.009778629;33.59232402;-0.009814957;31.08150831;13820935.95;0;;;;0;
467.5047682;-112.2485623;-110.0299597;-0.009709681;34.14597685;-0.009746234;31.63335366;13820935.95;0;;;;0;
469.1113138;-112.5159918;-110.2984027;-0.009639752;34.70944496;-0.009676528;32.19502102;13820935.95;0;;;;0;
470.7178594;-112.7814747;-110.5649052;-0.009568832;35.28284792;-0.00960583;32.76662977;13820935.95;0;;;;0;
472.324405;-113.0449835;-110.8294397;-0.009496915;35.86630595;-0.009534133;33.3483;13820935.95;0;;;;0;
473.9309506;-113.3064905;-111.0919785;-0.009423992;36.45994;-0.009461429;33.94015251;13820935.95;0;;;;0;
475.5374962;-113.5659677;-111.3524936;-0.009350055;37.06387168;-0.00938771;34.54230877;13820935.95;0;;;;0;
477.1440418;-113.8233871;-111.6109568;-0.009275096;37.67822331;-0.009312967;35.15489099;13820935.95;0;;;;0;
478.7505874;-114.0787203;-111.8673398;-0.009199107;38.30311787;-0.009237192;35.77802204;13820935.95;0;;;;0;
480.357133;-114.3319386;-112.1216138;-0.00912208;38.93867905;-0.009160378;36.41182552;13820935.95;0;;;;0;
481.9636786;-114.5830134;-112.3737501;-0.009044007;39.58503121;-0.009082516;37.05642569;13820935.95;0;;;;0;
483.5702242;-114.8319155;-112.6237196;-0.008964879;40.24229939;-0.009003599;37.7119475;13820935.95;0;;;;0;
485.1767698;-115.0786157;-112.8714929;-0.008884689;40.91060931;-0.008923617;38.37851662;13820935.95;0;;;;0;
486.7833154;-115.3230845;-113.1170407;-0.008803428;41.59008735;-0.008842564;39.05625937;13820935.95;0;;;;0;
488.389861;-115.5652922;-113.360333;-0.008721088;42.2808606;-0.008760431;39.74530275;13820935.95;0;;;;0;
489.9964066;-115.8052089;-113.6013401;-0.008637662;42.98305677;-0.008677209;40.44577447;13820935.95;0;;;;0;
491.6029522;-116.0428044;-113.8400316;-0.008553141;43.69680429;-0.008592892;41.15780288;13820935.95;0;;;;0;
493.2094977;-116.2780484;-114.0763771;-0.008467517;44.42223223;-0.008507471;41.88151703;13820935.95;0;;;;0;
494.8160433;-116.5109102;-114.3103461;-0.008380783;45.15947031;-0.008420937;42.61704662;13820935.95;0;;;;0;
496.4225889;-116.7413591;-114.5419077;-0.008292929;45.90864895;-0.008333282;43.36452203;13820935.95;0;;;;0;
498.0291345;-116.969364;-114.7710308;-0.008203948;46.66989921;-0.0082445;44.12407429;13820935.95;0;;;;0;
499.6356801;-117.1948936;-114.9976841;-0.008113831;47.44335279;-0.008154581;44.89583511;13820935.95;0;;;;0;
501.2422257;-117.4179164;-115.221836;-0.008022571;48.22914207;-0.008063517;45.67993686;13820935.95;0;;;;0;
502.8487713;-117.6384008;-115.4434548;-0.00793016;49.02740008;-0.007971301;46.47651254;13820935.95;0;;;;0;
504.4553169;-117.8563147;-115.6625086;-0.00783659;49.83826048;-0.007877923;47.28569583;13820935.95;0;;;;0;
506.0618625;-118.071626;-115.8789652;-0.007741851;50.66185759;-0.007783378;48.10762104;13820935.95;0;;;;0;
507.6684081;-118.2843024;-116.092792;-0.007645938;51.49832639;-0.007687655;48.94242315;13820935.95;0;;;;0;
509.2749537;-118.4943112;-116.3039566;-0.00754884;52.34780247;-0.007590747;49.79023777;13820935.95;0;;;;0;
510.8814993;-118.7016195;-116.512426;-0.00745055;53.21042209;-0.007492646;50.65120114;13820935.95;0;;;;0;
512.4880449;-118.9061944;-116.7181671;-0.007351061;54.08632211;-0.007393345;51.52545017;13820935.95;0;;;;0;
514.0945905;-119.1080026;-116.9211466;-0.007250364;54.97564006;-0.007292834;52.41312237;13820935.95;0;;;;0;
515.7011361;-119.3070105;-117.121331;-0.007148451;55.87851409;-0.007191106;53.31435592;13820935.95;0;;;;0;
517.3076817;-119.5031844;-117.3186865;-0.007045314;56.79508296;-0.007088153;54.22928959;13820935.95;0;;;;0;
518.9142273;-119.6964905;-117.5131792;-0.006940944;57.72548609;-0.006983966;55.15806281;13820935.95;0;;;;0;
520.5207729;-119.8868944;-117.7047749;-0.006835335;58.66986349;-0.006878538;56.10081562;13820935.95;0;;;;0;
522.1273185;-120.0743619;-117.8934391;-0.006728477;59.6283558;-0.006771861;57.05768868;13820935.95;0;;;;0;
523.7338641;-120.2588582;-118.0791372;-0.006620364;60.6011043;-0.006663927;58.02882328;13820935.95;0;;;;0;
525.3404097;-120.4403487;-118.2618343;-0.006510986;61.58825085;-0.006554727;59.01436129;13820935.95;0;;;;0;
526.9469552;-120.6187982;-118.4414953;-0.006400336;62.58993794;-0.006444254;60.01444524;13820935.95;0;;;;0;
528.5535008;-120.7941714;-118.618085;-0.006288405;63.60630868;-0.0063325;61.02921824;13820935.95;0;;;;0;
530.1600464;-120.9664329;-118.7915677;-0.006175187;64.63750677;-0.006219456;62.05882401;13820935.95;0;;;;0;
531.766592;-121.1355469;-118.9619078;-0.006060672;65.68367652;-0.006105115;63.10340688;13820935.95;0;;;;0;
533.3731376;-121.3014775;-119.1290693;-0.005944853;66.74496283;-0.005989468;64.16311177;13820935.95;0;;;;0;
534.9796832;-121.4641885;-119.2930159;-0.005827721;67.82151122;-0.005872508;65.23808422;13820935.95;0;;;;0;
536.5862288;-121.6236436;-119.4537114;-0.00570927;68.9134678;-0.005754227;66.32847034;13820935.95;0;;;;0;
538.1927744;-121.7798061;-119.6111189;-0.00558949;70.02097926;-0.005634617;67.43441685;13820935.95;0;;;;0;
539.79932;-121.9326392;-119.7652017;-0.005468374;71.14419289;-0.005513669;68.55607105;13820935.95;0;;;;0;
541.4058656;-122.0821059;-119.9159228;-0.005345914;72.28325657;-0.005391376;69.69358083;13820935.95;0;;;;0;
543.0124112;-122.2281689;-120.0632447;-0.005222102;73.43831876;-0.00526773;70.84709465;13820935.95;0;;;;0;
544.6189568;-122.3707907;-120.20713;-0.00509693;74.60952852;-0.005142723;72.01676159;13820935.95;0;;;;0;
546.2255024;-122.5099336;-120.347541;-0.00497039;75.79703547;-0.005016346;73.20273126;13820935.95;0;;;;0;
547.832048;-122.6455598;-120.4844398;-0.004842474;77.00098981;-0.004888593;74.40515389;13820935.95;0;;;;0;
549.4385936;-122.777631;-120.617788;-0.004713174;78.22154233;-0.004759455;75.62418025;13820935.95;0;;;;0;
551.0451392;-122.9061089;-120.7475474;-0.004582483;79.45884439;-0.004628925;76.8599617;13820935.95;0;;;;0;
552.6516848;-123.0309549;-120.8736794;-0.004450392;80.71304791;-0.004496993;78.11265016;13820935.95;0;;;;0;
554.2582304;-123.1521302;-120.9961451;-0.004316894;81.98430538;-0.004363654;79.38239813;13820935.95;0;;;;0;
555.864776;-123.2695959;-121.1149055;-0.00418198;83.27276988;-0.004228898;80.66935867;13820935.95;0;;;;0;
557.4713216;-123.3833126;-121.2299213;-0.004045643;84.57859502;-0.004092717;81.97368537;13820935.95;0;;;;0;
559.0778672;-123.493241;-121.341153;-0.003907876;85.901935;-0.003955105;83.29553243;13820935.95;0;;;;0;
560.6844127;-123.5993414;-121.448561;-0.003768669;87.24294457;-0.003816052;84.63505458;13820935.95;0;;;;0;
562.2909583;-123.7015738;-121.5521053;-0.003628015;88.60177903;-0.003675552;85.9924071;13820935.95;0;;;;0;
563.8975039;-123.7998982;-121.6517459;-0.003485907;89.97859425;-0.003533596;87.36774585;13820935.95;0;;;;0;
565.5040495;-123.8942743;-121.7474423;-0.003342336;91.37354665;-0.003390177;88.7612272;13820935.95;0;;;;0;
567.1105951;-123.9846615;-121.839154;-0.003197295;92.78679321;-0.003245287;90.1730081;13820935.95;0;;;;0;
568.7171407;-124.0710192;-121.9268402;-0.003050777;94.21849143;-0.003098917;91.60324605;13820935.95;0;;;;0;
570.3236863;-124.1533062;-122.01046;-0.002902772;95.6687994;-0.002951061;93.05209908;13820935.95;0;;;;0;
571.9302319;-124.2314815;-122.0899722;-0.002753274;97.13787574;-0.00280171;94.51972578;13820935.95;0;;;;0;
573.5367775;-124.3055036;-122.1653352;-0.002602274;98.62587961;-0.002650857;96.00628526;13820935.95;0;;;;0;
575.1433231;-124.375331;-122.2365075;-0.002449765;100.1329707;-0.002498494;97.51193718;13820935.95;0;;;;0;
576.7498687;-124.4409218;-122.3034473;-0.002295739;101.6593093;-0.002344613;99.03684176;13820935.95;0;;;;0;
578.3564143;-124.502234;-122.3661125;-0.002140189;103.2050563;-0.002189206;100.5811597;13820935.95;0;;;;0;
579.9629599;-124.5592254;-122.4244607;-0.001983106;104.7703728;-0.002032266;102.1450524;13820935.95;0;;;;0;
581.5695055;-124.6118534;-122.4784495;-0.001824483;106.3554209;-0.001873786;103.7286815;13820935.95;0;;;;0;
583.1760511;-124.6600754;-122.5280363;-0.001664313;107.9603629;-0.001713756;105.3322095;13820935.95;0;;;;0;
584.7825967;-124.7038485;-122.5731781;-0.001502587;109.5853617;-0.00155217;106.9557992;13820935.95;0;;;;0;
586.3891423;-124.7431296;-122.6138317;-0.001339297;111.230581;-0.00138902;108.5996141;13820935.95;0;;;;0;
587.9956879;-124.7778754;-122.6499538;-0.001174437;112.8961847;-0.001224298;110.263818;13820935.95;0;;;;0;
589.6022335;-124.8080423;-122.6815009;-0.001007998;114.5823374;-0.001057997;111.9485756;13820935.95;0;;;;0;
591.2087791;-124.8335867;-122.7084292;-0.000839973;116.2892042;-0.000890109;113.6540517;13820935.95;0;;;;0;
592.8153247;-124.8544645;-122.7306948;-0.000670354;118.0169507;-0.000720627;115.380412;13820935.95;0;;;;0;
594.4218702;-124.8706316;-122.7482534;-0.000499134;119.7657431;-0.000549541;117.1278225;13820935.95;0;;;;0;
596.0284158;-124.8820436;-122.7610607;-0.000326304;121.5357481;-0.000376846;118.8964498;13820935.95;0;;;;0;
597.6349614;-124.888656;-122.769072;-0.000151858;123.3271331;-0.000202534;120.6864611;13820935.95;0;;;;0;
599.241507;-124.890424;-122.7722425;2.42126E-05;125.1400657;-2.65962E-05;122.4980241;13820935.95;0;;;;0;
600.8480526;-124.8873024;-122.7705273;0.000201915;126.9747143;0.000150974;124.3313069;13820935.95;0;;;;0;
602.4545982;-124.8792462;-122.763881;0.000381257;128.8312477;0.000330185;126.1864783;13820935.95;0;;;;0;
604.0611438;-124.8662099;-122.7522582;0.000562247;130.7098354;0.000511043;128.0637075;13820935.95;0;;;;0;
605.6676894;-124.8481479;-122.7356134;0.000744891;132.6106474;0.000693557;129.9631644;13820935.95;0;;;;0;
607.274235;-124.8250142;-122.7139005;0.000929198;134.533854;0.000877734;131.8850193;13820935.95;0;;;;0;
608.8807806;-124.796763;-122.6870735;0.001115174;136.4796263;0.001063582;133.8294431;13820935.95;0;;;;0;
610.4873262;-124.7633478;-122.6550862;0.001302828;138.4481359;0.001251107;135.7966072;13820935.95;0;;;;0;
612.0938718;-124.7247222;-122.6178921;0.001492167;140.4395548;0.001440319;137.7866835;13820935.95;0;;;;0;
613.7004174;-124.6808396;-122.5754444;0.001683198;142.4540559;0.001631223;139.7998446;13820935.95;0;;;;0;
615.306963;-124.6316531;-122.5276963;0.001875929;144.4918122;0.001823828;141.8362634;13820935.95;0;;;;0;
616.9135086;-124.5771155;-122.4746007;0.002070368;146.5529975;0.002018141;143.8961136;13820935.95;0;;;;0;
618.5200542;-124.5171796;-122.4161101;0.002266523;148.6377862;0.00221417;145.9795693;13820935.95;0;;;;0;
620.1265998;-124.4517978;-122.3521772;0.002464399;150.7463531;0.002411921;148.0868052;13820935.95;0;;;;0;
621.7331454;-124.3809224;-122.2827541;0.002664006;152.8788736;0.002611404;150.2179964;13820935.95;0;;;;0;
623.339691;-124.3045055;-122.207793;0.002865351;155.0355238;0.002812624;152.3733189;13820935.95;0;;;;0;
624.9462366;-124.222499;-122.1272457;0.00306844;157.2164802;0.00301559;154.5529488;13820935.95;0;;;;0;
626.5527822;-124.1348545;-122.0410637;0.003273282;159.4219199;0.00322031;156.7570632;13820935.95;0;;;;0;
628.1593277;-124.0415235;-121.9491987;0.003479885;161.6520206;0.003426789;158.9858395;13820935.95;0;;;;0;
629.7658733;-123.9424572;-121.8516017;0.003688255;163.9069606;0.003635037;161.2394558;13820935.95;0;;;;0;
631.3724189;-123.8376066;-121.7482239;0.0038984;166.1869187;0.00384506;163.5180907;13820935.95;0;;;;0;
632.9789645;-123.7269226;-121.639016;0.004110327;168.4920745;0.004056866;165.8219233;13820935.95;0;;;;0;
634.5855101;-123.6103558;-121.5239287;0.004324045;170.8226079;0.004270462;168.1511334;13820935.95;0;;;;0;
636.1920557;-123.4878567;-121.4029123;0.00453956;173.1786995;0.004485856;170.5059014;13820935.95;0;;;;0;
637.7986013;-123.3593753;-121.2759171;0.00475688;175.5605306;0.004703055;172.8864083;13820935.95;0;;;;0;
639.4051469;-123.2248619;-121.1428931;0.004976012;177.968283;0.004922066;175.2928355;13820935.95;0;;;;0;
641.0116925;-123.084266;-121.0037901;0.005196964;180.4021392;0.005142898;177.7253654;13820935.95;0;;;;0;
642.6182381;-122.9375374;-120.8585576;0.005419744;182.8622821;0.005365558;180.1841805;13820935.95;0;;;;0;
644.2247837;-122.7846254;-120.7071451;0.005644358;185.3488956;0.005590052;182.6694643;13820935.95;0;;;;0;
645.8313293;-122.6254792;-120.5495017;0.005870815;187.8621639;0.005816389;185.1814008;13820935.95;0;;;;0;
647.4378749;-122.4600477;-120.3855763;0.006099121;190.4022719;0.006044575;187.7201746;13820935.95;0;;;;0;
649.0444205;-122.2882798;-120.2153178;0.006329285;192.9694052;0.006274619;190.2859711;13820935.95;0;;;;0;
650.6509661;-122.110124;-120.0386747;0.006561313;195.5637502;0.006506527;192.8789759;13820935.95;0;;;;0;
652.2575117;-121.9255286;-119.8555954;0.006795214;198.1854936;0.006740308;195.4993759;13820935.95;0;;;;0;
653.8640573;-121.7344418;-119.6660279;0.007030994;200.8348231;0.006975968;198.147358;13820935.95;0;;;;0;
655.4706029;-121.5368115;-119.4699203;0.007268661;203.5119269;0.007213516;200.8231104;13820935.95;0;;;;0;
657.0771485;-121.3325855;-119.2672203;0.007508223;206.216994;0.007452957;203.5268214;13820935.95;0;;;;0;
658.6836941;-121.1217113;-119.0578754;0.007749687;208.950214;0.007694301;206.2586803;13820935.95;0;;;;0;
660.2902397;-120.9041362;-118.8418329;0.007993061;211.7117771;0.007937555;209.0188771;13820935.95;0;;;;0;
661.8967853;-120.6798073;-118.61904;0.008238352;214.5018746;0.008182725;211.8076024;13820935.95;0;;;;0;
663.5033308;-120.4486716;-118.3894435;0.008485567;217.320698;0.008429819;214.6250476;13820935.95;0;;;;0;
665.1098764;-120.2106756;-118.1529902;0.008734715;220.16844;0.008678846;217.4714048;13820935.95;0;;;;0;
666.716422;-119.9657659;-117.9096266;0.008985803;223.0452938;0.008929812;220.3468667;13820935.95;0;;;;0;
668.3229676;-119.7138889;-117.6592988;0.009238837;225.9514534;0.009182725;223.2516269;13820935.95;0;;;;0;
669.9295132;-119.4549904;-117.4019531;0.009493827;228.8871137;0.009437593;226.1858798;13820935.95;0;;;;0;
671.5360588;-119.1890165;-117.1375353;0.009750779;231.85247;0.009694422;229.1498204;13820935.95;0;;;;0;
673.1426044;-118.9159127;-116.865991;0.010009702;234.847719;0.009953221;232.1436447;13820935.95;0;;;;0;
674.74915;-118.6356245;-116.5872658;0.010270601;237.8730576;0.010213997;235.1675493;13820935.95;0;;;;0;
676.3556956;-118.3480971;-116.3013047;0.010533487;240.9286839;0.010476758;238.2217318;13820935.95;0;;;;0;
677.9622412;-118.0532755;-116.008053;0.010798365;244.0147968;0.010741512;241.3063903;13820935.95;0;;;;0;
679.5687868;-117.7511046;-115.7074553;0.011065244;247.1315959;0.011008265;244.4217242;13820935.95;0;;;;0;
681.1753324;-117.4415289;-115.3994564;0.011334131;250.2792818;0.011277026;247.5679333;13820935.95;0;;;;0;
682.781878;-117.1244929;-115.0840006;0.011605034;253.4580559;0.011547802;250.7452187;13820935.95;0;;;;0;
684.3884236;-116.7999406;-114.761032;0.01187796;256.6681207;0.011820601;253.953782;13820935.95;0;;;;0;
685.9949692;-116.467816;-114.4304948;0.012152919;259.9096792;0.012095431;257.1938261;13820935.95;0;;;;0;
687.6015148;-116.1280629;-114.0923325;0.012429916;263.1829358;0.012372299;260.4655543;13820935.95;0;;;;0;
689.2080604;-115.7806249;-113.7464889;0.012708961;266.4880956;0.012651213;263.7691714;13820935.95;0;;;;0;
690.814606;-115.4254451;-113.3929072;0.01299006;269.8253648;0.012932182;267.1048829;13820935.95;0;;;;0;
692.4211516;-115.0624667;-113.0315305;0.013273222;273.1949503;0.013215212;270.4728951;13820935.95;0;;;;0;
694.0276972;-114.6916326;-112.6623017;0.013558455;276.5970605;0.013500311;273.8734156;13820935.95;0;;;;0;
695.6342428;-114.3128854;-112.2851636;0.013845767;280.0319043;0.013787488;277.306653;13820935.95;0;;;;0;
697.2407883;-113.9261675;-111.9000585;0.014135165;283.4996921;0.014076751;280.7728166;13820935.95;0;;;;0;
698.8473339;-113.5314213;-111.5069288;0.014426657;287.0006351;0.014368106;284.2721172;13820935.95;0;;;;0;
700.4538795;-113.1285886;-111.1057165;0.014720252;290.5349458;0.014661563;287.8047665;13820935.95;0;;;;0;
702.0604251;-112.7176112;-110.6963633;0.015015957;294.1028376;0.014957129;291.3709771;13820935.95;0;;;;0;
703.6669707;-112.2984307;-110.2788108;0.015313781;297.7045252;0.015254813;294.9709631;13820935.95;0;;;;0;
705.2735163;-111.8709884;-109.8530005;0.015613732;301.3402244;0.015554622;298.6049396;13820935.95;0;;;;0;
706.8800619;-111.4352254;-109.4188735;0.015915818;305.0101523;0.015856564;302.2731227;13820935.95;0;;;;0;
708.4866075;-110.9910826;-108.9763706;0.016220048;308.7145271;0.016160648;305.97573;13820935.95;0;;;;0;
710.0931531;-110.5385007;-108.5254325;0.016526429;312.4535683;0.016466882;309.7129801;13820935.95;0;;;;0;
711.6996987;-110.0774199;-108.0659998;0.016834969;316.2274966;0.016775274;313.4850931;13820935.95;0;;;;0;
713.3062443;-109.6077806;-107.5980126;0.017145678;320.0365343;0.017085833;317.2922901;13820935.95;0;;;;0;
714.9127899;-109.1295226;-107.1214109;0.017458563;323.8809046;0.017398567;321.1347938;13820935.95;0;;;;0;
716.5193355;-108.6425857;-106.6361346;0.017773634;327.7608323;0.017713484;325.0128281;13820935.95;0;;;;0;
718.1258811;-108.1469093;-106.1421231;0.018090898;331.6765438;0.018030592;328.9266183;13820935.95;0;;;;0;
719.7324267;-107.6424328;-105.6393157;0.018410365;335.6282665;0.018349901;332.8763911;13820935.95;0;;;;0;
721.3389723;-107.1290951;-105.1276515;0.018732042;339.6162296;0.018671419;336.8623747;13820935.95;0;;;;0;
722.9455179;-106.6068349;-104.6070693;0.01905594;343.6406636;0.018995154;340.8847987;13820935.95;0;;;;0;
724.5520635;-106.0755908;-104.0775077;0.019382065;347.7018006;0.019321116;344.9438942;13820935.95;0;;;;0;
726.1586091;-105.5353012;-103.5389051;0.019710428;351.7998744;0.019649313;349.0398941;13820935.95;0;;;;0;
727.7651547;-104.9859039;-102.9911995;0.020041037;355.9351202;0.019979753;353.1730326;13820935.95;0;;;;0;
