Density;f;f0;u;P;u_0;P_0;T;;;;;;
729.3717003;-104.4273368;-102.4343288;0.020373901;360.107775;0.020312447;357.3435456;13820935.95;0;;;;0;
730.9782458;-103.8595375;-101.8682305;0.02070903;364.3180774;0.020647402;361.5516708;13820935.95;0;;;;0;
732.5847914;-103.2824432;-101.2928422;0.021046432;368.5662677;0.020984628;365.7976474;13820935.95;0;;;;0;
734.191337;-102.6959909;-100.7081007;0.021386116;372.8525881;0.021324134;370.0817166;13820935.95;0;;;;0;
735.7978826;-102.1001175;-100.1139431;0.021728093;377.1772825;0.02166593;374.404121;13820935.95;0;;;;0;
737.4044282;-101.4947594;-99.51030586;0.022072371;381.5405967;0.022010024;378.7651056;13820935.95;0;;;;0;
739.0109738;-100.8798529;-98.89712533;0.02241896;385.9427783;0.022356426;383.1649167;13820935.95;0;;;;0;
740.6175194;-100.255334;-98.27433759;0.022767869;390.3840771;0.022705145;387.603803;13820935.95;0;;;;0;
742.224065;-99.62113838;-97.64187844;0.023119108;394.8647447;0.023056192;392.0820148;13820935.95;0;;;;0;
743.8306106;-98.97720156;-96.99968343;0.023472687;399.3850347;0.023409576;396.5998047;13820935.95;0;;;;0;
745.4371562;-98.3234587;-96.34768783;0.023828616;403.945203;0.023765306;401.1574273;13820935.95;0;;;;0;
747.0437018;-97.65984471;-95.68582664;0.024186905;408.5455074;0.024123393;405.7551393;13820935.95;0;;;;0;
748.6502474;-96.98629423;-95.01403458;0.024547563;413.1862082;0.024483846;410.3931995;13820935.95;0;;;;0;
750.256793;-96.30274161;-94.33224609;0.024910601;417.8675676;0.024846675;415.0718691;13820935.95;0;;;;0;
751.8633386;-95.60912092;-93.64039535;0.02527603;422.5898506;0.025211892;419.7914116;13820935.95;0;;;;0;
753.4698842;-94.90536594;-92.93841624;0.025643859;427.3533241;0.025579505;424.5520927;13820935.95;0;;;;0;
755.0764298;-94.19141018;-92.22624236;0.026014099;432.1582576;0.025949526;429.3541805;13820935.95;0;;;;0;
756.6829754;-93.46718683;-91.50380699;0.026386762;437.0049233;0.026321966;434.1979459;13820935.95;0;;;;0;
758.289521;-92.7326288;-90.77104317;0.026761857;441.8935957;0.026696834;439.083662;13820935.95;0;;;;0;
759.8960666;-91.98766869;-90.02788359;0.027139395;446.824552;0.027074142;444.0116046;13820935.95;0;;;;0;
761.5026122;-91.23223881;-89.27426067;0.027519389;451.7980722;0.0274539;448.9820522;13820935.95;0;;;;0;
763.1091578;-90.46627115;-88.51010651;0.027901848;456.8144389;0.027836121;453.995286;13820935.95;0;;;;0;
764.7157033;-89.68969738;-87.73535291;0.028286784;461.8739377;0.028220814;459.0515902;13820935.95;0;;;;0;
766.3222489;-88.90244889;-86.94993136;0.028674209;466.9768571;0.028607992;464.1512516;13820935.95;0;;;;0;
767.9287945;-88.1044567;-86.15377302;0.029064135;472.1234883;0.028997666;469.2945602;13820935.95;0;;;;0;
769.5353401;-87.29565155;-85.34680873;0.029456573;477.3141261;0.029389847;474.4818089;13820935.95;0;;;;0;
771.1418857;-86.47596382;-84.52896901;0.029851535;482.5490678;0.029784549;479.7132938;13820935.95;0;;;;0;
772.7484313;-85.64532358;-83.70018405;0.030249033;487.8286145;0.030181781;484.989314;13820935.95;0;;;;0;
774.3549769;-84.80366054;-82.8603837;0.03064908;493.1530703;0.030581558;490.3101723;13820935.95;0;;;;0;
775.9615225;-83.95090409;-82.00949747;0.031051688;498.5227426;0.030983891;495.6761744;13820935.95;0;;;;0;
777.5680681;-83.08698325;-81.14745453;0.03145687;503.9379427;0.031388793;501.0876298;13820935.95;0;;;;0;
779.1746137;-82.2118267;-80.2741837;0.031864639;509.398985;0.031796276;506.5448514;13820935.95;0;;;;0;
780.7811593;-81.32536277;-79.38961344;0.032275007;514.9061879;0.032206354;512.0481558;13820935.95;0;;;;0;
782.3877049;-80.4275194;-78.49367185;0.032687989;520.4598734;0.03261904;517.5978632;13820935.95;0;;;;0;
783.9942505;-79.51822418;-77.58628666;0.033103597;526.0603675;0.033034346;523.1942979;13820935.95;0;;;;0;
785.6007961;-78.59740432;-76.66738523;0.033521845;531.7079999;0.033452288;528.8377879;13820935.95;0;;;;0;
787.2073417;-77.66498665;-75.73689455;0.033942747;537.4031047;0.033872877;534.5286654;13820935.95;0;;;;0;
788.8138873;-76.72089762;-74.79474123;0.034366317;543.1460199;0.034296129;540.2672666;13820935.95;0;;;;0;
790.4204329;-75.76506327;-73.84085146;0.03479257;548.937088;0.034722058;546.0539322;13820935.95;0;;;;0;
792.0269785;-74.79740926;-72.87515106;0.03522152;554.7766558;0.035150678;551.8890069;13820935.95;0;;;;0;
793.6335241;-73.81786081;-71.89756545;0.035653181;560.6650745;0.035582004;557.7728404;13820935.95;0;;;;0;
795.2400697;-72.82634278;-70.90801962;0.03608757;566.6027002;0.03601605;563.7057865;13820935.95;0;;;;0;
796.8466153;-71.82277956;-69.90643815;0.036524701;572.8191518;0.036452833;569.6882041;13820935.95;0;;;;0;
798.4531608;-70.80709513;-68.89274521;0.03696459;579.0356034;0.036892366;575.7204568;13820935.95;0;;;;0;
800.0597064;-69.77921305;-67.86686452;0.037407253;585.252055;0.037334668;581.8029132;13820935.95;0;;;;0;
801.666252;-68.73905642;-66.82871937;0.037852706;591.4685066;0.037779752;587.935947;13820935.95;0;;;;0;
803.2727976;-67.6865479;-65.7782326;0.038300965;597.6849582;0.038227636;594.1199372;13820935.95;0;;;;0;
804.8793432;-66.62160968;-64.7153266;0.038752047;603.9014098;0.038678336;600.3552682;13820935.95;0;;;;0;
806.4858888;-65.54416349;-63.6399233;0.039205969;610.1178614;0.039131869;606.64233;13820935.95;0;;;;0;
808.0924344;-64.4541306;-62.55194414;0.039662749;616.334313;0.039588252;612.9815181;13820935.95;0;;;;0;
809.69898;-63.35143176;-61.4513101;0.040122403;622.5507646;0.040047503;619.373234;13820935.95;0;;;;0;
811.3055256;-62.23598727;-60.33794166;0.040584951;628.7672162;0.040509639;625.8178851;13820935.95;0;;;;0;
812.9120712;-61.1077169;-59.21175881;0.04105041;635.2710655;0.04097468;632.3158851;13820935.95;0;;;;0;
814.5186168;-59.96653992;-58.07268104;0.041518799;641.8288026;0.041442642;638.8676539;13820935.95;0;;;;0;
816.1251624;-58.81237508;-56.92062729;0.041990137;648.4408561;0.041913546;645.4736178;13820935.95;0;;;;0;
817.731708;-57.6451406;-55.755516;0.042464443;655.1076612;0.042387411;652.1342101;13820935.95;0;;;;0;
819.3382536;-56.46475415;-54.57726508;0.042941738;661.8296601;0.042864255;658.8498704;13820935.95;0;;;;0;
820.9447992;-55.27113286;-53.38579187;0.04342204;668.6073019;0.043344099;665.6210459;13820935.95;0;;;;0;
822.5513448;-54.06419329;-52.18101316;0.043905372;675.4410431;0.043826964;672.4481906;13820935.95;0;;;;0;
824.1578904;-52.84385144;-50.96284518;0.044391753;682.3313474;0.04431287;679.3317659;13820935.95;0;;;;0;
825.764436;-51.61002271;-49.73120358;0.044881205;689.2786862;0.044801839;686.2722412;13820935.95;0;;;;0;
827.3709816;-50.36262192;-48.48600339;0.04537375;696.2835387;0.045293891;693.2700931;13820935.95;0;;;;0;
828.9775272;-49.10156327;-47.22715907;0.045869409;703.3463921;0.04578905;700.3258067;13820935.95;0;;;;0;
830.5840728;-47.82676034;-45.95458446;0.046368207;710.467742;0.046287337;707.439875;13820935.95;0;;;;0;
832.1906183;-46.53812609;-44.66819274;0.046870165;717.648092;0.046788776;714.6127996;13820935.95;0;;;;0;
833.7971639;-45.23557283;-43.36789649;0.047375307;724.8879548;0.04729339;721.8450906;13820935.95;0;;;;0;
835.4037095;-43.91901221;-42.0536076;0.047883657;732.1878518;0.047801203;729.1372672;13820935.95;0;;;;0;
837.0102551;-42.5883552;-40.72523733;0.048395241;739.5483134;0.048312239;736.4898574;13820935.95;0;;;;0;
838.6168007;-41.2435121;-39.38269622;0.048910082;746.9698797;0.048826524;743.9033989;13820935.95;0;;;;0;
840.2233463;-39.8843925;-38.02589413;0.049428207;754.4531001;0.049344082;751.3784387;13820935.95;0;;;;0;
841.8298919;-38.51090529;-36.65474021;0.049949641;761.9985339;0.04986494;758.9155338;13820935.95;0;;;;0;
843.4364375;-37.1229586;-35.26914289;0.050474412;769.6067506;0.050389125;766.5152512;13820935.95;0;;;;0;
845.0429831;-35.72045985;-33.86900985;0.051002546;777.2783301;0.050916662;774.1781686;13820935.95;0;;;;0;
846.6495287;-34.30331568;-32.45424802;0.051534071;785.0138627;0.051447581;781.9048738;13820935.95;0;;;;0;
848.2560743;-32.87143196;-31.02476354;0.052069016;792.81395;0.051981909;789.695966;13820935.95;0;;;;0;
849.8626199;-31.42471376;-29.58046178;0.05260741;800.6792044;0.052519676;797.5520553;13820935.95;0;;;;0;
851.4691655;-29.96306535;-28.1212473;0.053149282;808.6102501;0.053060909;805.4737636;13820935.95;0;;;;0;
853.0757111;-28.48639017;-26.64702383;0.053694662;816.6077229;0.053605641;813.4617242;13820935.95;0;;;;0;
854.6822567;-26.99459081;-25.15769426;0.054243582;824.6722709;0.054153901;821.5165828;13820935.95;0;;;;0;
856.2888023;-25.48756899;-23.65316062;0.054796072;832.8045544;0.054705722;829.6389975;13820935.95;0;;;;0;
857.8953479;-23.96522558;-22.13332407;0.055352166;841.0052465;0.055261134;837.8296391;13820935.95;0;;;;0;
859.5018935;-22.42746051;-20.59808485;0.055911897;849.2750334;0.055820172;846.0891913;13820935.95;0;;;;0;
861.1084391;-20.8741728;-19.0473423;0.056475297;857.6146146;0.056382868;854.4183514;13820935.95;0;;;;0;
862.7149847;-19.30526055;-17.48099481;0.057042401;866.0247033;0.056949256;862.8178305;13820935.95;0;;;;0;
864.3215303;-17.72062087;-15.89893984;0.057613245;874.5060271;0.057519373;871.2883535;13820935.95;0;;;;0;
865.9280758;-16.1201499;-14.30107384;0.058187864;883.0593275;0.058093254;879.8306602;13820935.95;0;;;;0;
867.5346214;-14.50374278;-12.68729226;0.058766295;891.6853614;0.058670935;888.4455047;13820935.95;0;;;;0;
869.141167;-12.87129362;-11.05748954;0.059348576;900.3849003;0.059252454;897.1336569;13820935.95;0;;;;0;
870.7477126;-11.22269547;-9.41155907;0.059934745;909.1587318;0.059837849;905.8959017;13820935.95;0;;;;0;
872.3542582;-9.557840327;-7.749393162;0.060524842;918.007659;0.060427159;914.7330405;13820935.95;0;;;;0;
873.9608038;-7.87661907;-6.070883041;0.061118906;926.9325017;0.061020425;923.6458907;13820935.95;0;;;;0;
875.5673494;-6.178921472;-4.375918813;0.061716978;935.9340963;0.061617687;932.6352869;13820935.95;0;;;;0;
877.173895;-4.464636155;-2.664389438;0.062319101;945.0132965;0.062218986;941.7020806;13820935.95;0;;;;0;
878.7804406;-2.733650569;-0.93618271;0.062925316;954.1709735;0.062824367;950.847141;13820935.95;0;;;;0;
880.3869862;-0.985850969;0.808814774;0.063535669;963.4080167;0.063433872;960.0713557;13820935.95;0;;;;0;
881.9935318;0.778877618;2.570717641;0.064150204;972.7253338;0.064047547;969.3756305;13820935.95;0;;;;0;
883.6000774;2.560651414;4.349641764;0.064768966;982.1238518;0.064665436;978.7608904;13820935.95;0;;;;0;
885.206623;4.359587923;6.145704298;0.065392003;991.6045168;0.065287587;988.22808;13820935.95;0;;;;0;
886.8131686;6.175805957;7.959023702;0.066019361;1001.168295;0.065914048;997.7781636;13820935.95;0;;;;0;
888.4197142;8.009425667;9.789719772;0.066651092;1010.816173;0.066544867;1007.412126;13820935.95;0;;;;0;
890.0262598;9.860568571;11.63791367;0.067287243;1020.549159;0.067180094;1017.130974;13820935.95;0;;;;0;
891.6328054;11.72935759;13.50372797;0.067927867;1030.368281;0.067819781;1026.935734;13820935.95;0;;;;0;
893.239351;13.61591707;15.38728664;0.068573016;1040.27459;0.06846398;1036.827455;13820935.95;0;;;;0;
894.8458966;15.52037282;17.28871514;0.069222743;1050.269159;0.069112744;1046.80721;13820935.95;0;;;;0;
896.4524422;17.44285215;19.20814043;0.069877103;1060.353086;0.069766128;1056.876094;13820935.95;0;;;;0;
898.0589878;19.3834839;21.14569097;0.070536153;1070.527489;0.070424188;1067.035225;13820935.95;0;;;;0;
899.6655333;21.34239847;23.1014968;0.071199948;1080.793513;0.071086981;1077.285747;13820935.95;0;;;;0;
901.2720789;23.31972786;25.07568956;0.071868548;1091.152328;0.071754566;1087.628827;13820935.95;0;;;;0;
902.8786245;25.3156057;27.06840252;0.072542013;1101.605126;0.072427002;1098.065658;13820935.95;0;;;;0;
904.4851701;27.3301673;29.07977063;0.073220404;1112.153128;0.07310435;1108.59746;13820935.95;0;;;;0;
906.0917157;29.36354969;31.10993053;0.073903782;1122.797582;0.073786674;1119.225478;13820935.95;0;;;;0;
907.6982613;31.41589163;33.15902063;0.074592213;1133.539759;0.074474037;1129.950986;13820935.95;0;;;;0;
909.3048069;33.48733366;35.22718112;0.075285762;1144.380963;0.075166504;1140.775284;13820935.95;0;;;;0;
910.9113525;35.57801818;37.31455402;0.075984495;1155.322524;0.075864142;1151.699702;13820935.95;0;;;;0;
912.5178981;37.68808944;39.42128321;0.076688482;1166.365799;0.076567021;1162.725598;13820935.95;0;;;;0;
914.1244437;39.8176936;41.5475145;0.077397791;1177.51218;0.077275209;1173.854363;13820935.95;0;;;;0;
915.7309893;41.96697877;43.69339563;0.078112494;1188.763084;0.077988778;1185.087414;13820935.95;0;;;;0;
917.3375349;44.13609507;45.85907637;0.078832664;1200.119963;0.078707801;1196.426203;13820935.95;0;;;;0;
918.9440805;46.32519466;48.0447085;0.079558377;1211.584299;0.079432354;1207.872212;13820935.95;0;;;;0;
920.5506261;48.53443178;50.25044592;0.080289708;1223.157607;0.080162512;1219.426957;13820935.95;0;;;;0;
922.1571717;50.76396282;52.47644465;0.081026736;1234.841437;0.080898354;1231.091986;13820935.95;0;;;;0;
923.7637173;53.01394633;54.7228629;0.08176954;1246.637371;0.081639959;1242.868883;13820935.95;0;;;;0;
925.3702629;55.28454311;56.9898611;0.082518203;1258.547027;0.08238741;1254.759267;13820935.95;0;;;;0;
926.9768085;57.57591624;59.277602;0.083272806;1270.572057;0.08314079;1266.764791;13820935.95;0;;;;0;
928.5833541;59.88823113;61.58625063;0.084033437;1282.714153;0.083900184;1278.887146;13820935.95;0;;;;0;
930.1898997;62.22165557;63.91597447;0.084800181;1294.975042;0.084665679;1291.128062;13820935.95;0;;;;0;
931.7964453;64.57635978;66.26694338;0.085573129;1307.356488;0.085437365;1303.489303;13820935.95;0;;;;0;
933.4029909;66.95251649;68.63932975;0.08635237;1319.860297;0.086215333;1315.972677;13820935.95;0;;;;0;
935.0095364;69.35030095;71.03330851;0.087137999;1332.488312;0.086999676;1328.580028;13820935.95;0;;;;0;
936.616082;71.76989104;73.44905719;0.08793011;1345.242419;0.08779049;1341.313245;13820935.95;0;;;;0;
938.2226276;74.21146727;75.886756;0.088728801;1358.124544;0.088587872;1354.174254;13820935.95;0;;;;0;
939.8291732;76.67521289;78.34658784;0.089534171;1371.136658;0.089391921;1367.165028;13820935.95;0;;;;0;
941.4357188;79.16131392;80.82873842;0.090346321;1384.280771;0.090202739;1380.287581;13820935.95;0;;;;0;
943.0422644;81.6699592;83.33339629;0.091165356;1397.558941;0.09102043;1393.543973;13820935.95;0;;;;0;
944.64881;84.20134051;85.86075288;0.091991381;1410.973271;0.091845101;1406.936308;13820935.95;0;;;;0;
946.2553556;86.75565254;88.41100262;0.092824504;1424.52591;0.092676859;1420.466737;13820935.95;0;;;;0;
947.8619012;89.33309305;90.98434294;0.093664837;1438.219052;0.093515816;1434.13746;13820935.95;0;;;;0;
949.4684468;91.93386287;93.58097441;0.094512492;1452.054942;0.094362085;1447.950724;13820935.95;0;;;;0;
951.0749924;94.558166;96.20110072;0.095367585;1466.035874;0.095215782;1461.908825;13820935.95;0;;;;0;
952.681538;97.20620966;98.84492882;0.096230234;1480.164191;0.096077024;1476.01411;13820935.95;0;;;;0;
954.2880836;99.87820436;101.512669;0.09710056;1494.442289;0.096945934;1490.268978;13820935.95;0;;;;0;
955.8946292;102.574364;104.2045348;0.097978685;1508.872613;0.097822633;1504.67588;13820935.95;0;;;;0;
957.5011748;105.2949059;106.9207433;0.098864735;1523.457667;0.098707249;1519.237321;13820935.95;0;;;;0;
959.1077204;108.0400509;109.6615151;0.099758838;1538.200003;0.099599909;1533.95586;13820935.95;0;;;;0;
960.714266;110.8100233;112.4270745;0.100661127;1553.102235;0.100500746;1548.834113;13820935.95;0;;;;0;
962.3208116;113.6050514;115.2176492;0.101571734;1568.167029;0.101409893;1563.874753;13820935.95;0;;;;0;
963.9273572;116.425367;118.0334709;0.102490796;1583.397111;0.102327487;1579.080509;13820935.95;0;;;;0;
965.5339028;119.2712056;120.8747749;0.103418454;1598.795265;0.103253669;1594.454171;13820935.95;0;;;;0;
967.1404484;122.1428068;123.7418007;0.104354849;1614.364337;0.104188582;1609.99859;13820935.95;0;;;;0;
968.7469939;125.0404141;126.6347916;0.105300127;1630.107233;0.10513237;1625.716676;13820935.95;0;;;;0;
970.3535395;127.9642752;129.5539949;0.106254436;1646.026921;0.106085183;1641.611405;13820935.95;0;;;;0;
971.9600851;130.9146418;132.4996622;0.107217929;1662.126434;0.107047174;1657.685814;13820935.95;0;;;;0;
973.5666307;133.8917698;135.4720494;0.108190759;1678.40887;0.108018496;1673.943007;13820935.95;0;;;;0;
975.1731763;136.8959195;138.4714165;0.109173086;1694.877392;0.108999309;1690.386155;13820935.95;0;;;;0;
976.7797219;139.9273557;141.4980282;0.110165069;1711.535232;0.109989773;1707.018494;13820935.95;0;;;;0;
978.3862675;142.9863475;144.5521534;0.111166874;1728.385689;0.110990055;1723.843331;13820935.95;0;;;;0;
979.9928131;146.0731687;147.6340659;0.112178668;1745.432134;0.112000321;1740.864044;13820935.95;0;;;;0;
981.5993587;149.1880978;150.7440441;0.113200622;1762.678007;0.113020745;1758.08408;13820935.95;0;;;;0;
983.2059043;152.3314181;153.882371;0.114232911;1780.126824;0.1140515;1775.506961;13820935.95;0;;;;0;
984.8124499;155.5034177;157.0493348;0.115275714;1797.782173;0.115092765;1793.136282;13820935.95;0;;;;0;
986.4189955;158.7043897;160.2452285;0.116329212;1815.647715;0.116144723;1810.975715;13820935.95;0;;;;0;
988.0255411;161.9346323;163.4703502;0.11739359;1833.727193;0.11720756;1829.029007;13820935.95;0;;;;0;
989.6320867;165.1944488;166.7250032;0.118469038;1852.024424;0.118281464;1847.299984;13820935.95;0;;;;0;
991.2386323;168.484148;170.0094961;0.119555747;1870.543305;0.11936663;1865.792553;13820935.95;0;;;;0;
992.8451779;171.8040437;173.3241429;0.120653916;1889.287815;0.120463254;1884.510699;13820935.95;0;;;;0;
994.4517235;175.1544556;176.6692632;0.121763744;1908.262016;0.121571538;1903.458492;13820935.95;0;;;;0;
996.0582691;178.5357087;180.045182;0.122885436;1927.470051;0.122691685;1922.640086;13820935.95;0;;;;0;
997.6648147;181.9481338;183.4522301;0.1240192;1946.91615;0.123823906;1942.059719;13820935.95;0;;;;0;
999.2713603;185.3920676;186.8907443;0.125165248;1966.60463;0.124968413;1961.721715;13820935.95;0;;;;0;
1000.877906;188.8678525;190.3610671;0.126323798;1986.539894;0.126125423;1981.63049;13820935.95;0;;;;0;
1002.484451;192.3758373;193.8635471;0.127495069;2006.726438;0.127295157;2001.790545;13820935.95;0;;;;0;
1004.090997;195.9163765;197.3985393;0.128679287;2027.168846;0.128477841;2022.206476;13820935.95;0;;;;0;
1005.697543;199.4898314;200.9664046;0.12987668;2047.871796;0.129673704;2042.882969;13820935.95;0;;;;0;
1007.304088;203.0965692;204.5675107;0.131087482;2068.840059;0.130882981;2063.824807;13820935.95;0;;;;0;
1008.910634;206.7369639;208.2022316;0.132311932;2090.078504;0.132105909;2085.036866;13820935.95;0;;;;0;
1010.517179;210.4113961;211.8709479;0.133550271;2111.592095;0.133342732;2106.524122;13820935.95;0;;;;0;
1012.123725;214.1202531;215.5740473;0.134802746;2133.385896;0.134593697;2128.291647;13820935.95;0;;;;0;
1013.730271;217.8639291;219.311924;0.136069609;2155.46507;0.135859057;2150.344617;13820935.95;0;;;;0;
1015.336816;221.6428254;223.0849796;0.137351116;2177.834884;0.137139067;2172.688307;13820935.95;0;;;;0;
1016.943362;225.4573504;226.8936225;0.138647527;2200.500707;0.138433989;2195.328097;13820935.95;0;;;;0;
1018.549907;229.3079196;230.7382686;0.139959109;2223.468015;0.13974409;2218.269472;13820935.95;0;;;;0;
1020.156453;233.1949561;234.6193413;0.141286131;2246.742388;0.14106964;2241.518025;13820935.95;0;;;;0;
1021.762999;237.1188907;238.5372714;0.14262887;2270.329517;0.142410916;2265.079456;13820935.95;0;;;;0;
1023.369544;241.0801614;242.4924974;0.143987604;2294.235202;0.143768197;2288.959577;13820935.95;0;;;;0;
1024.97609;245.0792145;246.4854657;0.145362621;2318.465356;0.145141771;2313.164309;13820935.95;0;;;;0;
1026.582635;249.116504;250.5166306;0.146754209;2343.026004;0.146531928;2337.699689;13820935.95;0;;;;0;
1028.189181;253.192492;254.5864547;0.148162665;2367.923287;0.147938964;2362.57187;13820935.95;0;;;;0;
1029.795727;257.307649;258.6954087;0.149588289;2393.163463;0.14936318;2387.787118;13820935.95;0;;;;0;
1031.402272;261.4624537;262.8439716;0.151031388;2418.752907;0.150804884;2413.351823;13820935.95;0;;;;0;
1033.008818;265.6573934;267.0326313;0.152492273;2444.698119;0.152264386;2439.272491;13820935.95;0;;;;0;
1034.615363;269.8929642;271.2618839;0.15397126;2471.005715;0.153742006;2465.555752;13820935.95;0;;;;0;
1036.221909;274.1696709;275.5322348;0.155468673;2497.68244;0.155238064;2492.208359;13820935.95;0;;;;0;
1037.828455;278.4880273;279.8441982;0.156984838;2524.735161;0.156752891;2519.237193;13820935.95;0;;;;0;
1039.435;282.8485563;284.1982975;0.15852009;2552.170876;0.158286819;2546.649259;13820935.95;0;;;;0;
1041.041546;287.2517903;288.5950653;0.160074767;2579.996709;0.159840189;2574.451695;13820935.95;0;;;;0;
1042.648091;291.6982709;293.0350439;0.161649215;2608.219917;0.161413346;2602.651766;13820935.95;0;;;;0;
1044.254637;296.1885495;297.5187849;0.163243783;2636.847889;0.163006641;2631.256873;13820935.95;0;;;;0;
1045.861183;300.7231871;302.0468501;0.16485883;2665.88815;0.164620432;2660.27455;13820935.95;0;;;;0;
1047.467728;305.3027548;306.6198109;0.166494717;2695.34836;0.166255081;2689.71247;13820935.95;0;;;;0;
1049.074274;309.9278338;311.238249;0.168151813;2725.23632;0.167910958;2719.57844;13820935.95;0;;;;0;
1050.680819;314.5990154;315.9027563;0.169830492;2755.559969;0.169588437;2749.880412;13820935.95;0;;;;0;
1052.287365;319.3169015;320.6139353;0.171531135;2786.327388;0.1712879;2780.626478;13820935.95;0;;;;0;
1053.89391;324.0821047;325.3723988;0.17325413;2817.546806;0.173009734;2811.824874;13820935.95;0;;;;0;
1055.500456;328.895248;330.1787709;0.174999869;2849.226594;0.174754334;2843.483982;13820935.95;0;;;;0;
1057.107002;333.7569658;335.0336861;0.176768752;2881.375275;0.176522099;2875.612333;13820935.95;0;;;;0;
1058.713547;338.6679034;339.9377905;0.178561186;2914.001517;0.178313436;2908.218609;13820935.95;0;;;;0;
1060.320093;343.6287175;344.8917414;0.180377583;2947.114147;0.180128757;2941.31164;13820935.95;0;;;;0;
1061.926638;348.6400762;349.8962075;0.182218361;2980.72214;0.181968483;2974.900415;13820935.95;0;;;;0;
1063.533184;353.7026593;354.9518692;0.184083948;3014.834632;0.18383304;3008.994076;13820935.95;0;;;;0;
1065.13973;358.8171586;360.0594189;0.185974775;3049.460914;0.18572286;3043.601923;13820935.95;0;;;;0;
1066.746275;363.9842777;365.2195611;0.187891282;3084.61044;0.187638384;3078.73342;13820935.95;0;;;;0;
1068.352821;369.2047328;370.4330122;0.189833914;3120.292825;0.189580058;3114.398188;13820935.95;0;;;;0;
1069.959366;374.4792521;375.7005015;0.191803126;3156.517849;0.191548335;3150.606018;13820935.95;0;;;;0;
1071.565912;379.8085768;381.0227707;0.193799377;3193.29546;0.193543676;3187.366863;13820935.95;0;;;;0;
1073.172458;385.1934607;386.4005742;0.195823135;3230.635775;0.195566548;3224.690848;13820935.95;0;;;;0;
1074.779003;390.6346707;391.8346797;0.197874874;3268.549082;0.197617428;3262.588269;13820935.95;0;;;;0;
1076.385549;396.1329868;397.3258679;0.199955075;3307.045843;0.199696795;3301.069595;13820935.95;0;;;;0;
1077.992094;401.6892026;402.8749331;0.202064229;3346.136695;0.20180514;3340.145469;13820935.95;0;;;;0;
1079.59864;407.3041252;408.4826832;0.204202831;3385.832456;0.20394296;3379.826717;13820935.95;0;;;;0;
1081.205186;412.9785755;414.1499397;0.206371385;3426.144123;0.206110759;3420.12434;13820935.95;0;;;;0;
1082.811731;418.7133886;419.8775385;0.208570403;3467.082877;0.208309048;3461.049527;13820935.95;0;;;;0;
1084.418277;424.5094137;425.6663295;0.210800404;3508.660085;0.210538348;3502.613649;13820935.95;0;;;;0;
1086.024822;430.3675145;431.5171772;0.213061916;3550.887302;0.212799185;3544.828267;13820935.95;0;;;;0;
1087.631368;436.2885694;437.4309606;0.215355474;3593.776274;0.215092095;3587.705133;13820935.95;0;;;;0;
1089.237914;442.2734716;443.408574;0.21768162;3637.338942;0.217417621;3631.256192;13820935.95;0;;;;0;
1090.844459;448.3231296;449.4509263;0.220040905;3681.587443;0.219776315;3675.493584;13820935.95;0;;;;0;
1092.451005;454.4384672;455.5589422;0.22243389;3726.534113;0.222168734;3720.42965;13820935.95;0;;;;0;
1094.05755;460.6204235;461.7335617;0.22486114;3772.191489;0.224595448;3766.076933;13820935.95;0;;;;0;
1095.664096;466.8699539;467.9757407;0.227323233;3818.572315;0.227057032;3812.448178;13820935.95;0;;;;0;
1097.270642;473.1880293;474.2864512;0.229820752;3865.689543;0.229554071;3859.55634;13820935.95;0;;;;0;
1098.877187;479.5756374;480.6666813;0.232354291;3913.556334;0.232087158;3907.414585;13820935.95;0;;;;0;
1100.483733;486.0337819;487.1174358;0.234924452;3962.186067;0.234656894;3956.036292;13820935.95;0;;;;0;
1102.090278;492.5634836;493.6397362;0.237531844;4011.592336;0.23726389;4005.435058;13820935.95;0;;;;0;
1103.696824;499.1657803;500.234621;0.240177088;4061.788956;0.239908767;4055.624702;13820935.95;0;;;;0;
1105.30337;505.8417268;506.9031459;0.242860812;4112.789968;0.242592151;4106.619263;13820935.95;0;;;;0;
1106.909915;512.5923956;513.646384;0.245583655;4164.609639;0.245314683;4158.433013;13820935.95;0;;;;0;
1108.516461;519.418877;520.4654266;0.248346263;4217.262471;0.248077008;4211.080452;13820935.95;0;;;;0;
1110.123006;526.3222792;527.3613825;0.251149293;4270.763199;0.250879783;4264.576316;13820935.95;0;;;;0;
1111.729552;533.3037288;534.3353791;0.253993412;4325.126797;0.253723676;4318.93558;13820935.95;0;;;;0;
1113.336098;540.3643708;541.3885623;0.256879297;4380.368485;0.256609361;4374.173463;13820935.95;0;;;;0;
1114.942643;547.5053692;548.5220967;0.259807633;4436.503728;0.259537527;4430.305431;13820935.95;0;;;;0;
1116.549189;554.727907;555.7371662;0.262779117;4493.548244;0.262508868;4487.347202;13820935.95;0;;;;0;
1118.155734;562.0331866;563.034974;0.265794456;4551.51801;0.265524092;4545.314748;13820935.95;0;;;;0;
1119.76228;569.4224303;570.416743;0.268854368;4610.42926;0.268583916;4604.224305;13820935.95;0;;;;0;
1121.368825;576.89688;577.8837161;0.27195958;4670.298496;0.271689067;4664.092374;13820935.95;0;;;;0;
1122.975371;584.4577983;585.4371563;0.275110832;4731.142492;0.274840286;4724.935724;13820935.95;0;;;;0;
1124.581917;592.1064679;593.0783474;0.278308874;4792.978297;0.278038321;4786.771404;13820935.95;0;;;;0;
