Dados da simulação 
 -------------------------------------------------------------------------------------
Number of Components = 2
Component 1 = 35
Component 2 = 40
Equation of state = 1
Mixing Rule = 1
Defined Temperature = 308 K
kij = 0
-------------------------------------------------------------------------------------------------------------

Cálculos 
 ----------------------------------------------------------------------------------------------------------
x1 ;y1 ;T ;P;Vl;Vv;sumKx;counter;u_liquid1;u_vapor1;X1l;X1v;Zl;Zv;phi_liquid_1;phi_liquid_2;phi_vapor_1;phi_vapor_2;Vl_obj;Vv_obj;dP/dVl;dP/dVv;G_excess
0.7801;0.973657;308;15.7929;0;0;1.00004;2;0;0;0;0;0.000676232;0.993634;1.24038;0.118647;0.9938;0.988975;0;0;0;0;-0.332358
0.7851;0.974387;308;15.881;0;0;1.00004;2;0;0;0;0;0.000678547;0.993602;1.23336;0.11804;0.993766;0.988915;0;0;0;0;-0.321449
0.7901;0.97511;308;15.969;0;0;1.00004;2;0;0;0;0;0.000680845;0.99357;1.22642;0.117441;0.993731;0.988855;0;0;0;0;-0.310618
0.7951;0.975825;308;16.057;0;0;1.00004;2;0;0;0;0;0.000683128;0.993538;1.21956;0.116849;0.993696;0.988795;0;0;0;0;-0.299864
0.8001;0.976533;308;16.1451;0;0;1.00004;2;0;0;0;0;0.000685394;0.993506;1.21278;0.116265;0.993662;0.988735;0;0;0;0;-0.289189
0.8051;0.977233;308;16.2331;0;0;1.00004;2;0;0;0;0;0.000687643;0.993474;1.20607;0.115687;0.993627;0.988675;0;0;0;0;-0.278593
0.8101;0.977926;308;16.3212;0;0;1.00004;2;0;0;0;0;0.000689877;0.993441;1.19943;0.115116;0.993593;0.988615;0;0;0;0;-0.268077
0.8151;0.978613;308;16.4093;0;0;1.00004;2;0;0;0;0;0.000692094;0.993409;1.19287;0.114552;0.993558;0.988555;0;0;0;0;-0.25764
0.8201;0.979292;308;16.4974;0;0;1.00004;2;0;0;0;0;0.000694296;0.993377;1.18638;0.113995;0.993523;0.988495;0;0;0;0;-0.247285
0.8251;0.979965;308;16.5855;0;0;1.00004;2;0;0;0;0;0.000696481;0.993345;1.17996;0.113445;0.993489;0.988435;0;0;0;0;-0.23701
0.8301;0.980631;308;16.6736;0;0;1.00004;2;0;0;0;0;0.00069865;0.993313;1.17361;0.112901;0.993454;0.988375;0;0;0;0;-0.226818
0.8351;0.981291;308;16.7617;0;0;1.00004;2;0;0;0;0;0.000700803;0.993281;1.16733;0.112363;0.99342;0.988315;0;0;0;0;-0.216709
0.8401;0.981944;308;16.8498;0;0;1.00004;2;0;0;0;0;0.000702941;0.993249;1.16111;0.111832;0.993385;0.988255;0;0;0;0;-0.206682
0.8451;0.982591;308;16.938;0;0;1.00004;2;0;0;0;0;0.000705062;0.993217;1.15496;0.111307;0.99335;0.988195;0;0;0;0;-0.196739
0.8501;0.983232;308;17.0262;0;0;1.00004;2;0;0;0;0;0.000707167;0.993184;1.14888;0.110788;0.993316;0.988135;0;0;0;0;-0.186881
0.8551;0.983867;308;17.1144;0;0;1.00004;2;0;0;0;0;0.000709257;0.993152;1.14286;0.110275;0.993281;0.988074;0;0;0;0;-0.177108
0.8601;0.984496;308;17.2026;0;0;1.00004;2;0;0;0;0;0.000711331;0.99312;1.1369;0.109769;0.993247;0.988014;0;0;0;0;-0.16742
0.8651;0.985118;308;17.2908;0;0;1.00004;2;0;0;0;0;0.000713388;0.993088;1.131;0.109268;0.993212;0.987954;0;0;0;0;-0.157819
0.8701;0.985736;308;17.3791;0;0;1.00004;2;0;0;0;0;0.00071543;0.993056;1.12517;0.108773;0.993177;0.987894;0;0;0;0;-0.148305
0.8751;0.986347;308;17.4674;0;0;1.00004;2;0;0;0;0;0.000717457;0.993023;1.1194;0.108283;0.993143;0.987834;0;0;0;0;-0.138879
0.8801;0.986953;308;17.5557;0;0;1.00004;2;0;0;0;0;0.000719467;0.992991;1.11368;0.1078;0.993108;0.987774;0;0;0;0;-0.129541
0.8851;0.987554;308;17.644;0;0;1.00004;2;0;0;0;0;0.000721462;0.992959;1.10803;0.107322;0.993073;0.987714;0;0;0;0;-0.120292
0.8901;0.988149;308;17.7324;0;0;1.00004;2;0;0;0;0;0.000723442;0.992927;1.10243;0.106849;0.993038;0.987654;0;0;0;0;-0.111132
0.8951;0.988739;308;17.8208;0;0;1.00004;2;0;0;0;0;0.000725406;0.992895;1.09688;0.106382;0.993004;0.987593;0;0;0;0;-0.102064
0.9001;0.989323;308;17.9092;0;0;1.00004;2;0;0;0;0;0.000727354;0.992862;1.0914;0.10592;0.992969;0.987533;0;0;0;0;-0.0930859
0.9051;0.989903;308;17.9977;0;0;1.00004;2;0;0;0;0;0.000729287;0.99283;1.08597;0.105464;0.992934;0.987473;0;0;0;0;-0.0842
0.9101;0.990477;308;18.0861;0;0;1.00004;2;0;0;0;0;0.000731204;0.992798;1.08059;0.105012;0.9929;0.987413;0;0;0;0;-0.0754067
0.9151;0.991047;308;18.1747;0;0;1.00004;2;0;0;0;0;0.000733106;0.992765;1.07527;0.104566;0.992865;0.987352;0;0;0;0;-0.0667066
0.9201;0.991612;308;18.2632;0;0;1.00004;2;0;0;0;0;0.000734992;0.992733;1.06999;0.104125;0.99283;0.987292;0;0;0;0;-0.0581005
0.9251;0.992172;308;18.3518;0;0;1.00004;2;0;0;0;0;0.000736863;0.992701;1.06477;0.103689;0.992795;0.987232;0;0;0;0;-0.0495892
0.9301;0.992727;308;18.4405;0;0;1.00004;2;0;0;0;0;0.000738719;0.992668;1.05961;0.103258;0.99276;0.987172;0;0;0;0;-0.0411735
0.9351;0.993277;308;18.5292;0;0;1.00004;2;0;0;0;0;0.00074056;0.992636;1.05449;0.102831;0.992726;0.987111;0;0;0;0;-0.032854
0.9401;0.993824;308;18.6179;0;0;1.00004;2;0;0;0;0;0.000742385;0.992604;1.04942;0.10241;0.992691;0.987051;0;0;0;0;-0.0246315
0.9451;0.994365;308;18.7067;0;0;1.00004;2;0;0;0;0;0.000744196;0.992571;1.0444;0.101993;0.992656;0.98699;0;0;0;0;-0.0165069
0.9501;0.994902;308;18.7955;0;0;1.00004;2;0;0;0;0;0.000745991;0.992539;1.03943;0.101581;0.992621;0.98693;0;0;0;0;-0.00848082
0.9551;0.995435;308;18.8844;0;0;1.00004;2;0;0;0;0;0.000747771;0.992507;1.0345;0.101174;0.992586;0.986869;0;0;0;0;-0.000554194
0.9601;0.995964;308;18.9733;0;0;1.00004;2;0;0;0;0;0.000749536;0.992474;1.02963;0.100771;0.992551;0.986809;0;0;0;0;0.00727222
0.9651;0.996488;308;19.0623;0;0;1.00004;2;0;0;0;0;0.000751286;0.992442;1.0248;0.100373;0.992516;0.986748;0;0;0;0;0.0149976
0.9701;0.997009;308;19.1513;0;0;1.00004;2;0;0;0;0;0.000753021;0.992409;1.02001;0.0999787;0.992481;0.986688;0;0;0;0;0.0226211
0.9751;0.997525;308;19.2404;0;0;1.00004;2;0;0;0;0;0.000754742;0.992377;1.01527;0.0995894;0.992447;0.986627;0;0;0;0;0.030142
0.9801;0.998037;308;19.3295;0;0;1.00004;2;0;0;0;0;0.000756447;0.992344;1.01057;0.0992044;0.992412;0.986567;0;0;0;0;0.0375593
0.9851;0.998546;308;19.4187;0;0;1.00004;2;0;0;0;0;0.000758138;0.992312;1.00592;0.0988237;0.992377;0.986506;0;0;0;0;0.0448722
0.9901;0.99905;308;19.508;0;0;1.00004;2;0;0;0;0;0.000759814;0.992279;1.00131;0.0984473;0.992341;0.986445;0;0;0;0;0.0520799
0.9951;0.999551;308;19.5973;0;0;1.00004;2;0;0;0;0;0.000761476;0.992246;0.996745;0.0980751;0.992306;0.986384;0;0;0;0;0.0591815
