Density;f;f0;u;P;u_0;P_0;T;rhoc;6088;;;;
8043.168397;228.3904586;230.082382;0.029213365;6.577555042;0.029088971;3.885112317;513.0075;;;;0.321151182;-1.135843294;-6.755079929
8063.530849;228.9853269;230.6747074;0.029214599;6.58749375;0.029089237;3.88725382;513.0075;;;;0.324495869;-1.125482474;-6.719418217
8083.893301;229.5802206;231.2670387;0.029215865;6.597714305;0.029089549;3.889770739;513.0075;;;;0.327840555;-1.115227901;-6.684112893
8104.255752;230.1751404;231.8593768;0.029217163;6.608221155;0.029089907;3.892666498;513.0075;;;;0.331185242;-1.105077417;-6.649159581
8124.618204;230.7700869;232.4517227;0.029218494;6.619018982;0.029090311;3.895944797;513.0075;;;;0.334529928;-1.095028931;-6.614553156
8144.980656;231.3650609;233.0440772;0.029219858;6.630114135;0.029090761;3.899612026;513.0075;;;;0.337874615;-1.085080414;-6.580283528
8165.343107;231.960063;233.6364414;0.029221255;6.641510022;0.029091259;3.903669794;513.0075;;;;0.341219301;-1.075229896;-6.546350013
8185.705559;232.5550939;234.2288162;0.029222686;6.653213266;0.029091804;3.908124866;513.0075;;;;0.344563988;-1.065475464;-6.512742378
8206.068011;233.1501543;234.8212026;0.029224152;6.665228562;0.029092396;3.912980847;513.0075;;;;0.347908675;-1.055815263;-6.479456459
8226.430462;233.745245;235.4136016;0.029225653;6.677560767;0.029093037;3.918241614;513.0075;;;;0.351253361;-1.046247489;-6.446487707
8246.792914;234.3403665;236.0060141;0.02922719;6.690216359;0.029093725;3.923913604;513.0075;;;;0.354598048;-1.036770391;-6.41382753
8267.155366;234.9355197;236.5984411;0.029228762;6.703199344;0.029094462;3.929999251;513.0075;;;;0.357942734;-1.027382266;-6.38147404
8287.517817;235.5307053;237.1908836;0.029230371;6.716516039;0.029095248;3.936504709;513.0075;;;;0.361287421;-1.018081458;-6.349419637
8307.880269;236.125924;237.7833426;0.029232017;6.730171226;0.029096083;3.943433668;513.0075;;;;0.364632107;-1.008866359;-6.317660746
8328.24272;236.7211766;238.3758191;0.0292337;6.744169707;0.029096968;3.950789847;513.0075;;;;0.367976794;-0.999735403;-6.286193758
8348.605172;237.3164638;238.9683141;0.02923542;6.758518327;0.029097902;3.958580017;513.0075;;;;0.37132148;-0.990687068;-6.255010709
8368.967624;237.9117865;239.5608287;0.02923718;6.773222221;0.029098886;3.966808351;513.0075;;;;0.374666167;-0.981719871;-6.224107745
8389.330075;238.5071454;240.1533638;0.029238977;6.788286077;0.029099921;3.97547838;513.0075;;;;0.378010853;-0.972832371;-6.193481992
8409.692527;239.1025413;240.7459205;0.029240814;6.803716159;0.029101006;3.984595976;513.0075;;;;0.38135554;-0.964023163;-6.163127472
8430.054979;239.697975;241.3384998;0.029242691;6.819517764;0.029102143;3.994165498;513.0075;;;;0.384700226;-0.955290881;-6.133040372
8450.41743;240.2934473;241.9311028;0.029244608;6.83569606;0.029103331;4.004191156;513.0075;;;;0.388044913;-0.946634191;-6.103217196
8470.779882;240.8889591;242.5237305;0.029246565;6.852257068;0.02910457;4.014678419;513.0075;;;;0.3913896;-0.938051797;-6.073653015
8491.142334;241.4845111;243.1163839;0.029248564;6.869206338;0.029105862;4.025631978;513.0075;;;;0.394734286;-0.929542434;-6.044343931
8511.504785;242.0801043;243.7090642;0.029250604;6.886549717;0.029107206;4.03705698;513.0075;;;;0.398078973;-0.92110487;-6.015285681
8531.867237;242.6757394;244.3017724;0.029252686;6.904292933;0.029108602;4.048958431;513.0075;;;;0.401423659;-0.912737903;-5.98647436
8552.229688;243.2714174;244.8945096;0.02925481;6.922441018;0.029110052;4.061340273;513.0075;;;;0.404768346;-0.904440362;-5.95790728
8572.59214;243.8671391;245.4872768;0.029256978;6.941000283;0.029111555;4.074208221;513.0075;;;;0.408113032;-0.896211103;-5.929579827
8592.954592;244.4629053;246.0800752;0.029259189;6.959977324;0.029113111;4.087568671;513.0075;;;;0.411457719;-0.888049013;-5.901487191
8613.317043;245.058717;246.6729059;0.029261444;6.979375504;0.029114722;4.101422858;513.0075;;;;0.414802405;-0.879953004;-5.873629402
8633.679495;245.6545751;247.2657698;0.029263743;6.999202884;0.029116387;4.115779375;513.0075;;;;0.418147092;-0.871922014;-5.845999743
8654.041947;246.2504804;247.8586683;0.029266087;7.019464428;0.029118106;4.130641812;513.0075;;;;0.421491778;-0.863955007;-5.818596092
8674.404398;246.8464339;248.4516022;0.029268476;7.040165976;0.02911988;4.146015289;513.0075;;;;0.424836465;-0.856050973;-5.791415173
8694.76685;247.4424366;249.0445729;0.029270911;7.061313899;0.02912171;4.161905785;513.0075;;;;0.428181151;-0.848208922;-5.764453126
8715.129302;248.0384893;249.6375814;0.029273393;7.082912928;0.029123595;4.178316441;513.0075;;;;0.431525838;-0.840427891;-5.737708276
8735.491753;248.634593;250.2306289;0.029275921;7.104971437;0.029125537;4.195256365;513.0075;;;;0.434870525;-0.832706937;-5.711174545
8755.854205;249.2307486;250.8237165;0.029278496;7.12749252;0.029127534;4.212726208;513.0075;;;;0.438215211;-0.82504514;-5.684852368
8776.216656;249.8269572;251.4168453;0.029281119;7.150483875;0.029129588;4.230734108;513.0075;;;;0.441559898;-0.8174416;-5.658736733
8796.579108;250.4232197;252.0100165;0.029283789;7.173950564;0.0291317;4.249283616;513.0075;;;;0.444904584;-0.809895438;-5.632825803
8816.94156;251.019537;252.6032314;0.029286509;7.197900108;0.029133868;4.268382383;513.0075;;;;0.448249271;-0.802405794;-5.60711511
8837.304011;251.6159103;253.1964909;0.029289277;7.222337373;0.029136095;4.288034046;513.0075;;;;0.451593957;-0.794971828;-5.581603166
8857.666463;252.2123404;253.7897964;0.029292095;7.24726779;0.029138379;4.30824275;513.0075;;;;0.454938644;-0.787592718;-5.556287872
8878.028915;252.8088283;254.383149;0.029294963;7.27270094;0.029140722;4.329019323;513.0075;;;;0.45828333;-0.780267661;-5.531163079
8898.391366;253.4053752;254.9765498;0.029297881;7.298638221;0.029143123;4.350361899;513.0075;;;;0.461628017;-0.772995871;-5.506230847
8918.753818;254.0019821;255.5700002;0.02930085;7.32508838;0.029145583;4.372280051;513.0075;;;;0.464972703;-0.765776578;-5.481486039
8939.11627;254.5986499;256.1635013;0.029303871;7.352058526;0.029148103;4.394780347;513.0075;;;;0.46831739;-0.758609029;-5.456925312
8959.478721;255.1953797;256.7570543;0.029306943;7.379553811;0.029150683;4.417866876;513.0075;;;;0.471662076;-0.75149249;-5.432547199
8979.841173;255.7921727;257.3506604;0.029310068;7.407579494;0.029153322;4.441543768;513.0075;;;;0.475006763;-0.744426237;-5.408350102
9000.203625;256.3890298;257.9443209;0.029313245;7.436142871;0.029156022;4.465818061;513.0075;;;;0.478351449;-0.737409567;-5.384330718
9020.566076;256.9859521;258.538037;0.029316475;7.465250646;0.029158783;4.490696025;513.0075;;;;0.481696136;-0.730441787;-5.360486369
9040.928528;257.5829407;259.13181;0.029319759;7.494908453;0.029161606;4.516182165;513.0075;;;;0.485040823;-0.723522221;-5.336815322
9061.290979;258.1799968;259.725641;0.029323098;7.525124372;0.02916449;4.542284873;513.0075;;;;0.488385509;-0.716650207;-5.313313968
9081.653431;258.7771214;260.3195314;0.029326491;7.555902607;0.029167435;4.569006535;513.0075;;;;0.491730196;-0.709825096;-5.289981791
9102.015883;259.3743157;260.9134824;0.029329938;7.58725022;0.029170443;4.596353951;513.0075;;;;0.495074882;-0.703046251;-5.266816087
9122.378334;259.9715807;261.5074953;0.029333442;7.619174228;0.029173514;4.624333838;513.0075;;;;0.498419569;-0.696313049;-5.243814283
9142.740786;260.5689176;262.1015714;0.029337001;7.651680009;0.029176647;4.652950174;513.0075;;;;0.501764255;-0.689624881;-5.220975048
9163.103238;261.1663276;262.6957119;0.029340617;7.684777099;0.029179844;4.682213498;513.0075;;;;0.505108942;-0.682981147;-5.19829421
9183.465689;261.7638118;263.2899181;0.02934429;7.718468605;0.029183105;4.712124625;513.0075;;;;0.508453628;-0.676381261;-5.1757721
9203.828141;262.3613714;263.8841914;0.02934802;7.752761665;0.02918643;4.742690249;513.0075;;;;0.511798315;-0.669824648;-5.153406284
9224.190593;262.9590075;264.4785331;0.029351808;7.787666564;0.029189819;4.773921924;513.0075;;;;0.515143001;-0.663310744;-5.131192432
9244.553044;263.5567213;265.0729444;0.029355655;7.823184881;0.029193273;4.805818051;513.0075;;;;0.518487688;-0.656838997;-5.109131837
9264.915496;264.1545141;265.6674268;0.02935956;7.859325956;0.029196793;4.838388873;513.0075;;;;0.521832374;-0.650408864;-5.087220891
9285.277947;264.752387;266.2619814;0.029363524;7.896097214;0.029200378;4.871641348;513.0075;;;;0.525177061;-0.644019814;-5.065457308
9305.640399;265.3503412;266.8566098;0.029367548;7.933503806;0.029204029;4.905579345;513.0075;;;;0.528521748;-0.637671325;-5.043840191
9326.002851;265.948378;267.4513131;0.029371633;7.971553361;0.029207746;4.940210383;513.0075;;;;0.531866434;-0.631362885;-5.022367221
9346.365302;266.5464985;268.0460929;0.029375778;8.010252602;0.02921153;4.975540527;513.0075;;;;0.535211121;-0.625093992;-5.001036664
9366.727754;267.1447041;268.6409503;0.029379984;8.04960825;0.029215382;5.011575806;513.0075;;;;0.538555807;-0.618864153;-4.979846829
9387.090206;267.7429959;269.2358869;0.029384252;8.089628192;0.029219301;5.048324103;513.0075;;;;0.541900494;-0.612672885;-4.958795458
9407.452657;268.3413753;269.830904;0.029388582;8.130317439;0.029223287;5.08578901;513.0075;;;;0.54524518;-0.606519713;-4.937881845
9427.815109;268.9398435;270.4260029;0.029392974;8.171683977;0.029227343;5.123978307;513.0075;;;;0.548589867;-0.600404172;-4.917103765
9448.177561;269.5384018;271.0211852;0.02939743;8.213737054;0.029231467;5.162901832;513.0075;;;;0.551934553;-0.594325803;-4.896458466
9468.540012;270.1370514;271.6164521;0.029401949;8.256479708;0.02923566;5.20256028;513.0075;;;;0.55527924;-0.588284157;-4.875946288
9488.902464;270.7357938;272.211805;0.029406532;8.29992086;0.029239922;5.242962753;513.0075;;;;0.558623926;-0.582278794;-4.855564711
9509.264915;271.3346301;272.8072455;0.02941118;8.344070909;0.029244255;5.284120723;513.0075;;;;0.561968613;-0.57630928;-4.835310662
9529.627367;271.9335617;273.402775;0.029415892;8.388930568;0.029248657;5.326031483;513.0075;;;;0.565313299;-0.570375189;-4.815185537
9549.989819;272.5325899;273.9983948;0.02942067;8.434510331;0.029253131;5.368706442;513.0075;;;;0.568657986;-0.564476105;-4.79518628
9570.35227;273.131716;274.5941064;0.029425514;8.48082195;0.029257676;5.412158901;513.0075;;;;0.572002673;-0.558611615;-4.77530946
9590.714722;273.7309415;275.1899113;0.029430425;8.527865061;0.029262292;5.45638445;513.0075;;;;0.575347359;-0.552781318;-4.755556889
9611.077174;274.3302677;275.7858109;0.029435402;8.575649702;0.02926698;5.501394225;513.0075;;;;0.578692046;-0.546984816;-4.735925913
9631.439625;274.9296959;276.3818067;0.029440446;8.624185084;0.029271741;5.54719733;513.0075;;;;0.582036732;-0.54122172;-4.716414338
9651.802077;275.5292275;276.9779002;0.029445559;8.673478869;0.029276574;5.593801188;513.0075;;;;0.585381419;-0.535491646;-4.697020678
9672.164529;276.1288639;277.5740928;0.02945074;8.723536182;0.029281481;5.64120958;513.0075;;;;0.588726105;-0.52979422;-4.677744454
9692.52698;276.7286065;278.1703862;0.029455989;8.774364657;0.029286461;5.689429468;513.0075;;;;0.592070792;-0.524129071;-4.658584216
9712.889432;277.3284567;278.7667816;0.029461309;8.825975672;0.029291516;5.738473652;513.0075;;;;0.595415478;-0.518495834;-4.639537183
9733.251884;277.9284159;279.3632808;0.029466697;8.878371406;0.029296645;5.788341441;513.0075;;;;0.598760165;-0.512894154;-4.62060402
9753.614335;278.5284856;279.9598852;0.029472156;8.931561871;0.029301848;5.839043334;513.0075;;;;0.602104851;-0.507323677;-4.60178252
9773.976787;279.1286671;280.5565963;0.029477687;8.985559008;0.029307128;5.890592837;513.0075;;;;0.605449538;-0.501784059;-4.583069919
9794.339238;279.728962;281.1534156;0.029483288;9.040362098;0.029312483;5.942984967;513.0075;;;;0.608794224;-0.496274959;-4.56446786
9814.70169;280.3293716;281.7503448;0.029488961;9.095983768;0.029317914;5.996234159;513.0075;;;;0.612138911;-0.490796043;-4.545973396
9835.064142;280.9298976;282.3473854;0.029494707;9.15243501;0.029323422;6.050352183;513.0075;;;;0.615483598;-0.485346983;-4.527584268
9855.426593;281.5305412;282.9445389;0.029500525;9.209718065;0.029329007;6.105338473;513.0075;;;;0.618828284;-0.479927453;-4.509301102
9875.789045;282.1313041;283.5418069;0.029506417;9.267843239;0.02933467;6.161204007;513.0075;;;;0.622172971;-0.474537137;-4.49112191
9896.151497;282.7321877;284.139191;0.029512382;9.326820357;0.029340411;6.217958937;513.0075;;;;0.625517657;-0.469175721;-4.473044943
9916.513948;283.3331935;284.7366928;0.029518422;9.386652683;0.02934623;6.275604107;513.0075;;;;0.628862344;-0.463842896;-4.455070481
9936.8764;283.9343231;285.3343139;0.029524537;9.447351282;0.029352128;6.334151505;513.0075;;;;0.63220703;-0.458538359;-4.437196448
9957.238852;284.5355779;285.9320559;0.029530727;9.50892684;0.029358105;6.393612307;513.0075;;;;0.635551717;-0.453261812;-4.419420974
9977.601303;285.1369596;286.5299204;0.029536993;9.571384509;0.029364163;6.45399013;513.0075;;;;0.638896403;-0.448012961;-4.40174383
9997.963755;285.7384696;287.1279091;0.029543336;9.634730968;0.0293703;6.51529065;513.0075;;;;0.64224109;-0.442791516;-4.384164328
10018.32621;286.3401096;287.7260236;0.029549755;9.698978311;0.029376519;6.577527099;513.0075;;;;0.645585776;-0.437597194;-4.366680321
10038.68866;286.9418811;288.3242656;0.029556252;9.76413378;0.029382819;6.640705915;513.0075;;;;0.648930463;-0.432429713;-4.349291048
10059.05111;287.5437857;288.9226367;0.029562827;9.83020276;0.0293892;6.704830879;513.0075;;;;0.652275149;-0.427288798;-4.331996241
10079.41356;288.1458249;289.5211385;0.02956948;9.897196409;0.029395664;6.769913988;513.0075;;;;0.655619836;-0.422174176;-4.314794129
10099.77601;288.7480004;290.1197728;0.029576213;9.969466302;0.02940221;6.835964247;513.0075;;;;0.658964523;-0.417085581;-4.297683477
10120.13846;289.3503139;290.7185412;0.029583025;10.04173619;0.02940884;6.90299114;513.0075;;;;0.662309209;-0.412022749;-4.280663117
10140.50092;289.9527668;291.3174455;0.029589917;10.11400609;0.029415553;6.970997343;513.0075;;;;0.665653896;-0.40698542;-4.263732991
10160.86337;290.5553609;291.9164874;0.02959689;10.18627598;0.029422351;7.03999661;513.0075;;;;0.668998582;-0.401973338;-4.24689119
10181.22582;291.1580978;292.5156685;0.029603944;10.25854587;0.029429233;7.109995123;513.0075;;;;0.672343269;-0.396986252;-4.230137121
10201.58827;291.7609792;293.1149906;0.029611079;10.33081577;0.029436199;7.180996544;513.0075;;;;0.675687955;-0.392023914;-4.213470627
10221.95072;292.3640067;293.7144554;0.029618297;10.40308566;0.029443252;7.253016289;513.0075;;;;0.679032642;-0.387086079;-4.196889551
10242.31317;292.9671821;294.3140648;0.029625598;10.47535555;0.029450392;7.326069433;513.0075;;;;0.682377328;-0.382172507;-4.180392039
10262.67563;293.5705069;294.9138204;0.029632982;10.54762545;0.029457617;7.40014456;513.0075;;;;0.685722015;-0.37728296;-4.16398025
10283.03808;294.173983;295.5137239;0.02964045;10.61989534;0.029464929;7.475267028;513.0075;;;;0.689066701;-0.372417204;-4.147650744
10303.40053;294.777612;296.1137774;0.029648003;10.69763739;0.02947233;7.551443909;513.0075;;;;0.692411388;-0.367575009;-4.131402857
10323.76298;295.3813956;296.7139823;0.02965564;10.77640623;0.029479818;7.628675449;513.0075;;;;0.695756074;-0.362756148;-4.115237007
10344.12543;295.9853356;297.3143407;0.029663363;10.85621502;0.029487395;7.706976314;513.0075;;;;0.699100761;-0.357960397;-4.099151491
10364.48788;296.5894338;297.9148543;0.029671172;10.93707385;0.029495062;7.786356014;513.0075;;;;0.702445447;-0.353187536;-4.083145292
10384.85034;297.1936918;298.5155249;0.029679069;11.01899507;0.029502818;7.866828353;513.0075;;;;0.705790134;-0.348437346;-4.067216989
10405.21279;297.7981116;299.1163543;0.029687052;11.10198059;0.029510665;7.948391588;513.0075;;;;0.709134821;-0.343709615;-4.051367202
10425.57524;298.4026948;299.7173444;0.029695123;11.18604624;0.029518602;8.031064096;513.0075;;;;0.712479507;-0.339004129;-4.035593889
10445.93769;299.0074432;300.3184971;0.029703283;11.27119801;0.029526631;8.114849992;513.0075;;;;0.715824194;-0.334320682;-4.019896906
10466.30014;299.6123587;300.9198143;0.029711531;11.3574436;0.029534751;8.199756133;513.0075;;;;0.71916888;-0.329659067;-4.004275784
10486.66259;300.217443;301.5212977;0.029719869;11.44479849;0.029542964;8.285799848;513.0075;;;;0.722513567;-0.325019082;-3.98872868
10507.02505;300.8226981;302.1229492;0.029728298;11.53327258;0.029551271;8.372990746;513.0075;;;;0.725858253;-0.320400527;-3.973254804
10527.3875;301.4281257;302.7247709;0.029736817;11.62287026;0.02955967;8.461331004;513.0075;;;;0.72920294;-0.315803205;-3.957854339
10547.74995;302.0337277;303.3267646;0.029745427;11.71360126;0.029568163;8.550830067;513.0075;;;;0.732547626;-0.311226921;-3.942526525
10568.1124;302.639506;303.9289322;0.02975413;11.80548127;0.029576752;8.641505453;513.0075;;;;0.735892313;-0.306671485;-3.92726964
10588.47485;303.2454624;304.5312756;0.029762925;11.8985206;0.029585436;8.733367273;513.0075;;;;0.739236999;-0.302136707;-3.912082925
10608.8373;303.8515989;305.1337968;0.029771813;11.99272348;0.029594215;8.826417398;513.0075;;;;0.742581686;-0.2976224;-3.896966603
10629.19976;304.4579173;305.7364978;0.029780795;12.08810005;0.029603091;8.920665776;513.0075;;;;0.745926372;-0.29312838;-3.881919936
10649.56221;305.0644195;306.3393805;0.029789871;12.18466626;0.029612063;9.01613006;513.0075;;;;0.749271059;-0.288654466;-3.866941312
10669.92466;305.6711075;306.9424469;0.029799043;12.28243458;0.029621134;9.112823372;513.0075;;;;0.752615746;-0.284200479;-3.85202972
10690.28711;306.2779833;307.545699;0.02980831;12.38140673;0.029630303;9.210743928;513.0075;;;;0.755960432;-0.279766243;-3.837185797
10710.64956;306.8850487;308.1491388;0.029817673;12.481593;0.029639569;9.30990207;513.0075;;;;0.759305119;-0.275351582;-3.822408851
10731.01201;307.4923058;308.7527682;0.029827132;12.58300965;0.029648936;9.410315355;513.0075;;;;0.762649805;-0.270956324;-3.807697358
10751.37447;308.0997564;309.3565895;0.02983669;12.68567471;0.029658403;9.512004717;513.0075;;;;0.765994492;-0.2665803;-3.793049612
10771.73692;308.7074028;309.9606045;0.029846346;12.78958198;0.029667969;9.614957379;513.0075;;;;0.769339178;-0.262223343;-3.778467365
10792.09937;309.3152467;310.5648153;0.0298561;12.89474896;0.029677637;9.719193062;513.0075;;;;0.772683865;-0.257885286;-3.763948998
10812.46182;309.9232902;311.1692241;0.029865954;13.00119678;0.029687408;9.82473657;513.0075;;;;0.776028551;-0.253565967;-3.74949247
10832.82427;310.5315354;311.7738328;0.029875908;13.10892227;0.02969728;9.931578968;513.0075;;;;0.779373238;-0.249265224;-3.735099077
10853.18672;311.1399843;312.3786436;0.029885962;13.21794379;0.029707255;10.03974178;513.0075;;;;0.782717924;-0.244982898;-3.720767203
10873.54918;311.748639;312.9836586;0.029896118;13.32826995;0.029717334;10.14923176;513.0075;;;;0.786062611;-0.240718832;-3.70649656
10893.91163;312.3575016;313.5888799;0.029906376;13.43991643;0.029727517;10.26006654;513.0075;;;;0.789407297;-0.236472871;-3.692285967
10914.27408;312.966574;314.1943096;0.029916736;13.55288659;0.029737805;10.37224614;513.0075;;;;0.792751984;-0.232244863;-3.678135827
10934.63653;313.5758585;314.7999499;0.0299272;13.66719684;0.029748199;10.48578874;513.0075;;;;0.796096671;-0.228034655;-3.664044904
10954.99898;314.185357;315.4058028;0.029937768;13.78286238;0.029758699;10.60071049;513.0075;;;;0.799441357;-0.223842099;-3.650012161
10975.36143;314.7950719;316.0118707;0.029948441;13.89989125;0.029769306;10.71701807;513.0075;;;;0.802786044;-0.219667047;-3.636037455
10995.72389;315.4050051;316.6181557;0.029959219;14.01829079;0.02978002;10.83471724;513.0075;;;;0.80613073;-0.215509353;-3.622120718
11016.08634;316.0151589;317.2246599;0.029970102;14.13807688;0.029790842;10.95382494;513.0075;;;;0.809475417;-0.211368875;-3.608260886
11036.44879;316.6255354;317.8313855;0.029981093;14.25926672;0.029801773;11.07436026;513.0075;;;;0.812820103;-0.207245469;-3.594456792
11056.81124;317.2361367;318.4383349;0.029992192;14.38186371;0.029812814;11.19632311;513.0075;;;;0.81616479;-0.203138996;-3.58070886
11077.17369;317.8469652;319.0455103;0.030003398;14.50588478;0.029823965;11.3197325;513.0075;;;;0.819509476;-0.199049317;-3.567015986
11097.53614;318.4580229;319.6529138;0.030014713;14.63133908;0.029835227;11.44459573;513.0075;;;;0.822854163;-0.194976296;-3.553377959
11117.89859;319.0693122;320.2605478;0.030026138;14.75824767;0.029846601;11.57093727;513.0075;;;;0.826198849;-0.190919797;-3.539793297
11138.26105;319.6808353;320.8684145;0.030037673;14.88660644;0.029858086;11.698747;513.0075;;;;0.829543536;-0.186879686;-3.526263224
11158.6235;320.2925943;321.4765162;0.030049318;15.01643685;0.029869685;11.82804927;513.0075;;;;0.832888222;-0.182855833;-3.512786246
11178.98595;320.9045916;322.0848553;0.030061077;15.14776529;0.029881398;11.95887512;513.0075;;;;0.836232909;-0.178848105;-3.499360435
11199.3484;321.5168295;322.693434;0.030072947;15.28058293;0.029893225;12.091208;513.0075;;;;0.839577596;-0.174856376;-3.485987485
11219.71085;322.1293102;323.3022548;0.03008493;15.41490713;0.029905167;12.22506714;513.0075;;;;0.842922282;-0.170880517;-3.4726664
11240.0733;322.7420362;323.9113198;0.030097028;15.55075981;0.029917225;12.36047701;513.0075;;;;0.846266969;-0.166920403;-3.459395785
11260.43576;323.3550096;324.5206316;0.03010924;15.68815391;0.0299294;12.49745045;513.0075;;;;0.849611655;-0.16297591;-3.446175169
11280.79821;323.9682328;325.1301925;0.030121568;15.82709506;0.029941692;12.63599057;513.0075;;;;0.852956342;-0.159046915;-3.433004786
11301.16066;324.5817083;325.7400049;0.030134011;15.96759096;0.029954101;12.77610317;513.0075;;;;0.856301028;-0.155133296;-3.419884648
11321.52311;325.1954383;326.3500712;0.030146572;16.10966813;0.02996663;12.91781875;513.0075;;;;0.859645715;-0.151234934;-3.406813037
11341.88556;325.8094253;326.9603938;0.030159251;16.25334675;0.029979279;13.06115974;513.0075;;;;0.862990401;-0.14735171;-3.393788892
11362.24801;326.4236717;327.5709753;0.030172048;16.39861752;0.029992048;13.2061093;513.0075;;;;0.866335088;-0.143483508;-3.380813813
11382.61047;327.0381798;328.1818179;0.030184964;16.54550278;0.030004937;13.35269221;513.0075;;;;0.869679774;-0.139630211;-3.367886536
11402.97292;327.6529522;328.7929243;0.030198001;16.69403264;0.03001795;13.5009442;513.0075;;;;0.873024461;-0.135791704;-3.355005184
11423.33537;328.2679913;329.4042968;0.030211157;16.84419171;0.030031083;13.65083987;513.0075;;;;0.876369147;-0.131967876;-3.342171839
11443.69782;328.8832995;330.0159381;0.030224437;16.99602159;0.030044342;13.80242986;513.0075;;;;0.879713834;-0.128158613;-3.329383687
11464.06027;329.4988794;330.6278506;0.030237839;17.14953071;0.030057725;13.95572065;513.0075;;;;0.883058521;-0.124363806;-3.316640795
11484.42272;330.1147334;331.2400369;0.030251363;17.30470607;0.030071231;14.11069015;513.0075;;;;0.886403207;-0.120583345;-3.30394496
11504.78518;330.7308641;331.8524994;0.030265012;17.46160013;0.030084864;14.2674033;513.0075;;;;0.889747894;-0.116817122;-3.291292625
11525.14763;331.347274;332.4652409;0.030278787;17.62021441;0.030098625;14.42585681;513.0075;;;;0.89309258;-0.11306503;-3.278684439
11545.51008;331.9639656;333.0782639;0.030292687;17.78055401;0.030112513;14.58605293;513.0075;;;;0.896437267;-0.109326964;-3.266120732
11565.87253;332.5809416;333.6915709;0.030306713;17.94264295;0.030126529;14.74801875;513.0075;;;;0.899781953;-0.105602819;-3.253600351
11586.23498;333.1982044;334.3051647;0.030320867;18.10649039;0.030140674;14.91176105;513.0075;;;;0.90312664;-0.101892492;-3.241123325
11606.59743;333.8157568;334.9190478;0.030335151;18.27212663;0.03015495;15.07731536;513.0075;;;;0.906471326;-0.098195881;-3.228688091
11626.95989;334.4336014;335.533223;0.030349562;18.43953844;0.030169355;15.24465917;513.0075;;;;0.909816013;-0.094512884;-3.216296368
11647.32234;335.0517407;336.1476928;0.030364103;18.60875845;0.030183892;15.41383052;513.0075;;;;0.913160699;-0.090843401;-3.203946448
11667.68479;335.6701775;336.76246;0.030378777;18.7798169;0.030198564;15.58486401;513.0075;;;;0.916505386;-0.087187335;-3.191636875
11688.04724;336.2889143;337.3775273;0.030393582;18.9527089;0.030213368;15.75774826;513.0075;;;;0.919850072;-0.083544587;-3.179368743
11708.40969;336.907954;337.9928974;0.030408519;19.12744986;0.030228306;15.93249893;513.0075;;;;0.923194759;-0.07991506;-3.167141666
11728.77214;337.5272993;338.6085731;0.03042359;19.304061;0.03024338;16.10913838;513.0075;;;;0.926539445;-0.076298659;-3.154954876
11749.1346;338.1469527;339.2245571;0.030438797;19.48256806;0.030258591;16.28769544;513.0075;;;;0.929884132;-0.07269529;-3.142807331
11769.49705;338.7669172;339.8408522;0.030454138;19.66297267;0.030273938;16.46816725;513.0075;;;;0.933228819;-0.069104858;-3.130699645
11789.8595;339.3871955;340.4574612;0.030469616;19.845296;0.030289423;16.65057634;513.0075;;;;0.936573505;-0.065527271;-3.118631108
11810.22195;340.0077903;341.0743869;0.030485232;20.02956537;0.030305048;16.8349531;513.0075;;;;0.939918192;-0.061962438;-3.106600643
11830.5844;340.6287046;341.6916323;0.030500985;20.21577384;0.030320811;17.02128389;513.0075;;;;0.943262878;-0.058410267;-3.094609414
11850.94685;341.2499409;342.3092;0.030516877;20.40394923;0.030336715;17.20959921;513.0075;;;;0.946607565;-0.05487067;-3.082656325
11871.30931;341.8715024;342.927093;0.030532912;20.59413793;0.030352764;17.3999546;513.0075;;;;0.949952251;-0.051343557;-3.070739172
11891.67176;342.4933918;343.5453143;0.030549085;20.78630156;0.030368952;17.5922949;513.0075;;;;0.953296938;-0.047828842;-3.058861071
11912.03421;343.1156119;344.1638667;0.030565402;20.98050243;0.030385286;17.78669593;513.0075;;;;0.956641624;-0.044326436;-3.047018867
11932.39666;343.7381658;344.7827531;0.030581862;21.1767386;0.030401764;17.98314985;513.0075;;;;0.959986311;-0.040836254;-3.035213403
11952.75911;344.3610562;345.4019765;0.030598465;21.37502058;0.030418386;18.1816649;513.0075;;;;0.963330997;-0.037358211;-3.023444742
11973.12156;344.9842863;346.02154;0.030615215;21.57539959;0.030435158;18.38230233;513.0075;;;;0.966675684;-0.033892224;-3.011710565
11993.48402;345.6078589;346.6414464;0.030632109;21.77785319;0.030452075;18.5850275;513.0075;;;;0.97002037;-0.030438207;-3.0000129
12013.84647;346.231777;347.2616988;0.030649153;21.98243721;0.030469143;18.78990763;513.0075;;;;0.973365057;-0.02699608;-2.988349231
12034.20892;346.8560436;347.8823003;0.030666342;22.18912665;0.030486358;18.9969051;513.0075;;;;0.976709744;-0.023565761;-2.976721683
12054.57137;347.4806618;348.5032538;0.030683681;22.39796397;0.030503724;19.20606917;513.0075;;;;0.98005443;-0.020147168;-2.965128552
12074.93382;348.1056346;349.1245625;0.030701172;22.60899099;0.030521245;19.41744798;513.0075;;;;0.983399117;-0.016740222;-2.953568244
12095.29627;348.7309651;349.7462296;0.030718814;22.82218587;0.030538916;19.63100832;513.0075;;;;0.986743803;-0.013344845;-2.942042665
