Density;f;f0;u;P;u_0;P_0;T;rhoc;6088;;;;
3970.67807;109.5531995;110.9167671;0.029157157;6.22048602;0.029504813;6.237348113;513.0075;;;;0.347786125;-1.056167571;-7.180444294
3991.040521;110.146919;111.517542;0.029157965;6.223700429;0.02950329;6.231285006;513.0075;;;;0.344441439;-1.065831192;-7.217469441
4011.402973;110.7406546;112.1182854;0.029158746;6.226826985;0.029501718;6.224994796;513.0075;;;;0.341096752;-1.075589111;-7.254653801
4031.765425;111.3344059;112.7189963;0.029159502;6.229867677;0.029500098;6.218479864;513.0075;;;;0.337752066;-1.085443186;-7.291999959
4052.127876;111.9281723;113.3196738;0.029160234;6.232824466;0.029498431;6.21174259;513.0075;;;;0.334407379;-1.095395331;-7.329510652
4072.490328;112.5219534;113.9203168;0.029160942;6.235699285;0.029496719;6.204785358;513.0075;;;;0.331062693;-1.105447518;-7.367188808
4092.852779;113.1157487;114.5209245;0.029161626;6.238494038;0.029494961;6.197610552;513.0075;;;;0.327718006;-1.115601778;-7.405037532
4113.215231;113.7095577;115.121496;0.029162288;6.2412106;0.02949316;6.190220556;513.0075;;;;0.324373319;-1.125860206;-7.443060137
4133.577683;114.3033799;115.7220303;0.029162929;6.24385082;0.029491317;6.18261776;513.0075;;;;0.321028633;-1.136224961;-7.48126016
4153.940134;114.897215;116.3225267;0.029163548;6.246416515;0.029489431;6.174804548;513.0075;;;;0.317683946;-1.14669827;-7.519641334
4174.302586;115.4910625;116.9229843;0.029164146;6.248909474;0.029487505;6.166783311;513.0075;;;;0.31433926;-1.157282431;-7.558207654
4194.665038;116.0849219;117.5234022;0.029164725;6.251331459;0.029485539;6.158556442;513.0075;;;;0.310994573;-1.167979816;-7.596963385
4215.027489;116.6787929;118.1237797;0.029165285;6.253684197;0.029483534;6.150126331;513.0075;;;;0.307649887;-1.178792874;-7.635913004
4235.389941;117.2726752;118.724116;0.029165826;6.255969392;0.029481491;6.141495374;513.0075;;;;0.3043052;-1.189724133;-7.675061328
4255.752393;117.8665683;119.3244103;0.029166348;6.258188715;0.029479412;6.132665969;513.0075;;;;0.300960514;-1.200776207;-7.714413459
4276.114844;118.4604718;119.924662;0.029166854;6.260343805;0.029477296;6.123640511;513.0075;;;;0.297615827;-1.211951795;-7.75397478
4296.477296;119.0543854;120.5248701;0.029167342;6.262436274;0.029475145;6.1144214;513.0075;;;;0.294271141;-1.22325369;-7.79375104
4316.839748;119.6483088;121.1250342;0.029167813;6.264467705;0.02947296;6.105011041;513.0075;;;;0.290926454;-1.234684779;-7.833748363
4337.202199;120.2422417;121.7251533;0.029168269;6.266439646;0.029470742;6.095411836;513.0075;;;;0.287581768;-1.24624805;-7.873973181
4357.564651;120.8361837;122.325227;0.029168709;6.268353619;0.029468491;6.085626189;513.0075;;;;0.284237081;-1.257946597;-7.914432328
4377.927102;121.4301345;122.9252546;0.029169135;6.270211113;0.029466208;6.075656511;513.0075;;;;0.280892394;-1.269783621;-7.955133085
4398.289554;122.0240938;123.5252353;0.029169546;6.27201359;0.029463895;6.065505212;513.0075;;;;0.277547708;-1.28176244;-7.996083138
4418.652006;122.6180613;124.1251686;0.029169942;6.273762479;0.029461551;6.055174706;513.0075;;;;0.274203021;-1.293886493;-8.037290648
4439.014457;123.2120368;124.7250539;0.029170325;6.275459177;0.029459179;6.044667403;513.0075;;;;0.270858335;-1.306159344;-8.078764145
4459.376909;123.8060199;125.3248906;0.029170695;6.277105054;0.029456778;6.033985726;513.0075;;;;0.267513648;-1.318584692;-8.120512815
4479.739361;124.4000104;125.9246782;0.029171052;6.278701449;0.02945435;6.023132091;513.0075;;;;0.264168962;-1.331166374;-8.162546243
4500.101812;124.9940081;126.524416;0.029171397;6.280249669;0.029451895;6.012108923;513.0075;;;;0.260824275;-1.343908373;-8.204874624
4520.464264;125.5880127;127.1241036;0.02917173;6.281750991;0.029449414;6.000918646;513.0075;;;;0.257479589;-1.356814829;-8.247508704
4540.826716;126.1820239;127.7237404;0.029172051;6.283206664;0.029446907;5.989563687;513.0075;;;;0.254134902;-1.369890042;-8.290459808
4561.189167;126.7760416;128.3233259;0.029172362;6.284617907;0.029444377;5.978046479;513.0075;;;;0.250790216;-1.383138484;-8.33374
4581.551619;127.3700654;128.9228596;0.029172661;6.285985906;0.029441822;5.966369453;513.0075;;;;0.247445529;-1.396564806;-8.377361868
4601.91407;127.9640953;129.5223411;0.02917295;6.287311817;0.029439245;5.954535045;513.0075;;;;0.244100843;-1.41017385;-8.42133874
4622.276522;128.5581309;130.1217699;0.029173228;6.288596773;0.029436646;5.942545696;513.0075;;;;0.240756156;-1.423970658;-8.465684756
4642.638974;129.1521721;130.7211455;0.029173497;6.289841871;0.029434025;5.930403846;513.0075;;;;0.237411469;-1.437960485;-8.51041474
4663.001425;129.7462187;131.3204675;0.029173756;6.29104818;0.029431383;5.918111942;513.0075;;;;0.234066783;-1.452148807;-8.555544324
4683.363877;130.3402705;131.9197356;0.029174006;6.292216745;0.029428721;5.905672433;513.0075;;;;0.230722096;-1.466541339;-8.601090098
4703.726329;130.9343272;132.5189492;0.029174247;6.293348576;0.02942604;5.893087768;513.0075;;;;0.22737741;-1.481144043;-8.647069377
4724.08878;131.5283888;133.118108;0.02917448;6.294444658;0.02942334;5.880360404;513.0075;;;;0.224032723;-1.495963151;-8.693500546
4744.451232;132.122455;133.7172117;0.029174704;6.295505947;0.029420622;5.867492798;513.0075;;;;0.220688037;-1.511005173;-8.740402908
4764.813684;132.7165257;134.3162599;0.02917492;6.296533374;0.029417886;5.854487416;513.0075;;;;0.21734335;-1.526276917;-8.78779693
4785.176135;133.3106008;134.9152522;0.029175128;6.297527838;0.029415134;5.841346715;513.0075;;;;0.213998664;-1.541785508;-8.835703892
4805.538587;133.90468;135.5141883;0.029175329;6.298490215;0.029412366;5.828073171;513.0075;;;;0.210653977;-1.55753841;-8.8841466
4825.901038;134.4987632;136.1130679;0.029175523;6.299421355;0.029409583;5.814669254;513.0075;;;;0.207309291;-1.573543443;-8.933148891
4846.26349;135.0928503;136.7118906;0.029175709;6.300322076;0.029406785;5.801137439;513.0075;;;;0.203964604;-1.589808809;-8.982735805
4866.625942;135.6869411;137.3106562;0.029175888;6.30119318;0.029403973;5.78748021;513.0075;;;;0.200619918;-1.606343118;-9.032934083
4886.988393;136.2810354;137.9093645;0.029176061;6.302035435;0.029401147;5.773700047;513.0075;;;;0.197275231;-1.623155413;-9.083771529
4907.350845;136.8751333;138.508015;0.029176227;6.302849589;0.029398309;5.759799438;513.0075;;;;0.193930545;-1.640255202;-9.135277736
4927.713297;137.4692344;139.1066077;0.029176387;6.303636365;0.029395458;5.745780877;513.0075;;;;0.190585858;-1.657652488;-9.187483867
4948.075748;138.0633388;139.7051421;0.029176541;6.304396462;0.029392596;5.731646857;513.0075;;;;0.187241171;-1.675357806;-9.240422819
4968.4382;138.6574462;140.3036182;0.029176689;6.30513056;0.029389722;5.717399885;513.0075;;;;0.183896485;-1.693382262;-9.29412961
4988.800652;139.2515566;140.9020356;0.029176831;6.305839304;0.029386838;5.703042453;513.0075;;;;0.180551798;-1.711737571;-9.348640423
5009.163103;139.8456698;141.5003943;0.029176968;6.306523331;0.029383945;5.688577075;513.0075;;;;0.177207112;-1.730436107;-9.403994442
5029.525555;140.4397858;142.0986939;0.0291771;6.30718326;0.029381042;5.674006278;513.0075;;;;0.173862425;-1.749490952;-9.460233557
5049.888007;141.0339043;142.6969343;0.029177226;6.307819667;0.02937813;5.659332553;513.0075;;;;0.170517739;-1.768915948;-9.517399934
5070.250458;141.6280254;143.2951153;0.029177347;6.308433128;0.02937521;5.644558438;513.0075;;;;0.167173052;-1.788725762;-9.575540507
5090.61291;142.222149;143.8932368;0.029177464;6.309024204;0.029372283;5.629686466;513.0075;;;;0.163828366;-1.80893595;-9.634704963
5110.975361;142.8162748;144.4912987;0.029177575;6.309593415;0.029369349;5.614719153;513.0075;;;;0.160483679;-1.829563029;-9.694944247
5131.337813;143.4104029;145.0893007;0.029177682;6.310141277;0.029366408;5.599659035;513.0075;;;;0.157138993;-1.850624562;-9.756313682
5151.700265;144.004533;145.6872428;0.029177785;6.3106683;0.029363461;5.584508671;513.0075;;;;0.153794306;-1.872139244;-9.81887347
5172.062716;144.5986653;146.2851248;0.029177883;6.311174952;0.029360509;5.569270586;513.0075;;;;0.15044962;-1.894127005;-9.882684742
5192.425168;145.1927995;146.8829466;0.029177977;6.311661702;0.029357552;5.553947334;513.0075;;;;0.147104933;-1.916609117;-9.947814568
5212.78762;145.7869355;147.4807082;0.029178067;6.312129018;0.029354591;5.538541495;513.0075;;;;0.143760246;-1.939608322;-10.01433675
5233.150071;146.3810734;148.0784095;0.029178152;6.312577311;0.029351626;5.523055589;513.0075;;;;0.14041556;-1.963148968;-10.08232378
5253.512523;146.9752129;148.6760503;0.029178234;6.313007027;0.029348658;5.507492214;513.0075;;;;0.137070873;-1.987257163;-10.15186056
5273.874975;147.5693541;149.2736307;0.029178313;6.313418571;0.029345687;5.491853929;513.0075;;;;0.133726187;-2.011960951;-10.22303381
5294.237426;148.1634969;149.8711506;0.029178387;6.31381234;0.029342714;5.476143302;513.0075;;;;0.1303815;-2.037290508;-10.29593695
5314.599878;148.7576411;150.4686099;0.029178458;6.31418874;0.029339739;5.460362942;513.0075;;;;0.127036814;-2.063278362;-10.3706745
5334.962329;149.3517867;151.0660086;0.029178526;6.314548136;0.029336763;5.444515409;513.0075;;;;0.123692127;-2.089959646;-10.44735303
5355.324781;149.9459337;151.6633467;0.02917859;6.314890909;0.029333786;5.428603309;513.0075;;;;0.120347441;-2.117372381;-10.52609244
5375.687233;150.540082;152.2606242;0.029178651;6.315217422;0.029330809;5.412629237;513.0075;;;;0.117002754;-2.145557805;-10.60702072
5396.049684;151.1342314;152.8578411;0.029178708;6.315528033;0.029327832;5.396595798;513.0075;;;;0.113658068;-2.174560745;-10.6902769
5416.412136;151.728382;153.4549973;0.029178763;6.315823101;0.029324855;5.380505611;513.0075;;;;0.110313381;-2.204430045;-10.77601458
5436.774588;152.3225337;154.052093;0.029178814;6.316102965;0.02932188;5.364361279;513.0075;;;;0.106968695;-2.235219062;-10.86439697
5457.137039;152.9166864;154.6491281;0.029178863;6.316367963;0.029318907;5.348165418;513.0075;;;;0.103624008;-2.266986239;-10.95560291
5477.499491;153.5108401;155.2461026;0.029178909;6.316618449;0.029315936;5.331920676;513.0075;;;;0.100279321;-2.299795772;-11.04983535
5497.861943;154.1049946;155.8430167;0.029178952;6.31685476;0.029312967;5.315629682;513.0075;;;;0.096934635;-2.333718394;-11.14731306
5518.224394;154.69915;156.4398704;0.029178992;6.31707724;0.029310002;5.29929509;513.0075;;;;0.093589948;-2.36883229;-11.248281
5538.586846;155.2933062;157.0366637;0.02917903;6.317286197;0.029307039;5.282919502;513.0075;;;;0.090245262;-2.405224183;-11.35299327
5558.949297;155.8874632;157.6333968;0.029179065;6.317482001;0.029304081;5.266505615;513.0075;;;;0.086900575;-2.442990626;-11.46176201
5579.311749;156.4816208;158.2300697;0.029179098;6.317664988;0.029301128;5.250056086;513.0075;;;;0.083555889;-2.482239544;-11.57492061
5599.674201;157.0757791;158.8266824;0.029179129;6.317835479;0.029298179;5.233573547;513.0075;;;;0.080211202;-2.523092095;-11.69282769
5620.036652;157.669938;159.4232352;0.029179157;6.31799384;0.029295235;5.217060695;513.0075;;;;0.076866516;-2.565684924;-11.81591494
5640.399104;158.2640975;160.0197281;0.029179183;6.318140436;0.029292297;5.200520233;513.0075;;;;0.073521829;-2.610172921;-11.94467451
5660.761556;158.8582574;160.6161612;0.029179207;6.31827561;0.029289366;5.183954822;513.0075;;;;0.070177143;-2.656732625;-12.07963867
5681.124007;159.4524178;161.2125347;0.029179229;6.318399704;0.029286441;5.167367119;513.0075;;;;0.066832456;-2.705566447;-12.22140536
5701.486459;160.0465787;161.8088487;0.029179249;6.318513149;0.029283523;5.150759914;513.0075;;;;0.06348777;-2.756907997;-12.37076344
5721.848911;160.6407399;162.4051034;0.029179267;6.318616281;0.029280612;5.134135836;513.0075;;;;0.060143083;-2.811028839;-12.52849564
5742.211362;161.2349015;163.0012989;0.029179283;6.318709516;0.02927771;5.117497642;513.0075;;;;0.056798396;-2.868247185;-12.69562438
5762.573814;161.8290634;163.5974353;0.029179298;6.318793247;0.029274815;5.100848034;513.0075;;;;0.05345371;-2.928939234;-12.87330012
5782.936266;162.4232255;164.193513;0.029179311;6.318867884;0.02927193;5.084189728;513.0075;;;;0.050109023;-2.993554179;-13.06289758
5803.298717;163.017388;164.7895319;0.029179322;6.318933904;0.029269053;5.067525535;513.0075;;;;0.046764337;-3.062634399;-13.26625485
5823.661169;163.6115506;165.3854924;0.029179332;6.318991692;0.029266186;5.050858108;513.0075;;;;0.04341965;-3.136843168;-13.48528118
5844.02362;164.2057134;165.9813946;0.029179341;6.319041723;0.029263329;5.034190226;513.0075;;;;0.040074964;-3.217003484;-13.72259871
5864.386072;164.7998764;166.5772387;0.029179348;6.3190845;0.029260482;5.017524682;513.0075;;;;0.036730277;-3.304153871;-13.98164212
5884.748524;165.3940395;167.1730249;0.029179354;6.31912051;0.029257646;5.000864239;513.0075;;;;0.033385591;-3.399630888;-14.266728
5905.110975;165.9882028;167.7687536;0.029179359;6.319150235;0.029254821;4.984211625;513.0075;;;;0.030040904;-3.505195353;-14.58331155
5925.473427;166.5823661;168.3644248;0.029179363;6.319174228;0.029252008;4.967569659;513.0075;;;;0.026696218;-3.623233385;-14.93939268
5945.835879;167.1765295;168.9600388;0.029179366;6.319193052;0.029249206;4.950941146;513.0075;;;;0.023351531;-3.757092725;-15.34649118
5966.19833;167.770693;169.5555959;0.029179369;6.319207269;0.029246417;4.93432887;513.0075;;;;0.020006845;-3.911680836;-15.82162357
5986.560782;168.3648565;170.1510964;0.02917937;6.31921746;0.029243641;4.917735619;513.0075;;;;0.016662158;-4.094615117;-16.39166092
6006.923234;168.95902;170.7465405;0.029179371;6.319224254;0.029240877;4.901164222;513.0075;;;;0.013317471;-4.31867846;-17.10606814
6027.285685;169.5531835;171.3419284;0.029179372;6.319228332;0.029238127;4.884617561;513.0075;;;;0.009972785;-4.607895401;-18.083815
6047.648137;170.1473471;171.9372605;0.029179372;6.319230309;0.029235391;4.868098393;513.0075;;;;0.006628098;-5.016437331;-19.70069972
6068.010588;170.7415107;172.532537;0.029179373;6.319230864;0.029232669;4.85160953;513.0075;;;;0.003283412;-5.71887219;-21.74869148
6088.37304;171.3356742;173.1277582;0.029179373;6.3192308;0.029229962;4.835153953;513.0075;;;;6.12747E-05;-9.70014422;#NÚM!
6108.735492;171.9298378;173.7229244;0.029179373;6.319230815;0.02922727;4.818734437;513.0075;;;;0.003405961;-5.68222809;-23.20104837
6129.097943;172.5240013;174.318036;0.029179373;6.319231683;0.029224593;4.802353842;513.0075;;;;0.006750648;-4.998116818;-19.1247641
6149.460395;173.1181649;174.9130933;0.029179373;6.319234259;0.029221931;4.786015125;513.0075;;;;0.010095334;-4.595681915;-17.76218085
6169.822847;173.7123285;175.5080965;0.029179374;6.319239286;0.029219286;4.769721013;513.0075;;;;0.013440021;-4.309518396;-16.86711304
6190.185298;174.3064921;176.103046;0.029179375;6.319247753;0.029216657;4.753474597;513.0075;;;;0.016784707;-4.087287084;-16.17749569
6210.54775;174.9006557;176.6979421;0.029179377;6.319260487;0.029214045;4.737278653;513.0075;;;;0.020129394;-3.90557415;-15.61967712
6230.910202;175.4948194;177.2927852;0.02917938;6.319278446;0.02921145;4.721136128;513.0075;;;;0.02347408;-3.751858427;-15.14907457
6251.272653;176.0889832;177.8875757;0.029179384;6.319302645;0.029208872;4.705050023;513.0075;;;;0.026818767;-3.618653377;-14.74082477
6271.635105;176.683147;178.4823139;0.029179389;6.319333967;0.029206313;4.689023076;513.0075;;;;0.030163453;-3.501124237;-14.38143544
6291.997557;177.277311;179.0770001;0.029179395;6.319373581;0.029203771;4.673058429;513.0075;;;;0.03350814;-3.395966884;-14.05893529
6312.360008;177.8714751;179.6716348;0.029179403;6.319422572;0.029201249;4.657159037;513.0075;;;;0.036852827;-3.300822959;-13.76640235
6332.72246;178.4656394;180.2662182;0.029179413;6.319481962;0.029198745;4.641327729;513.0075;;;;0.040197513;-3.213950148;-13.49906977
6353.084911;179.0598039;180.8607509;0.029179424;6.319552899;0.02919626;4.625567469;513.0075;;;;0.0435422;-3.134024704;-13.25276333
6373.447363;179.6539686;181.4552332;0.029179437;6.319636678;0.029193795;4.609881394;513.0075;;;;0.046886886;-3.060017255;-13.02402045
6393.809815;180.2481336;182.0496655;0.029179452;6.319734515;0.02919135;4.594272471;513.0075;;;;0.050231573;-2.991111511;-12.81051102
6414.172266;180.842299;182.6440483;0.02917947;6.319847623;0.029188925;4.578743617;513.0075;;;;0.053576259;-2.926649233;-12.61038494
6434.534718;181.4364647;183.2383818;0.02917949;6.319977312;0.029186521;4.563297847;513.0075;;;;0.056920946;-2.86609189;-12.42199683
6454.89717;182.0306309;183.8326666;0.029179513;6.320124957;0.029184137;4.547938204;513.0075;;;;0.060265632;-2.808993283;-12.24396573
6475.259621;182.6247976;184.4269031;0.029179539;6.320292049;0.029181775;4.532667878;513.0075;;;;0.063610319;-2.754979575;-12.07508054
6495.622073;183.2189648;185.0210918;0.029179568;6.320479899;0.029179435;4.517489713;513.0075;;;;0.066955005;-2.703734446;-11.9145366
6515.984525;183.8131327;185.6152329;0.0291796;6.320689987;0.029177117;4.502406771;513.0075;;;;0.070299692;-2.654987862;-11.76150635
6536.346976;184.4073012;186.2093272;0.029179636;6.32092396;0.02917482;4.487422293;513.0075;;;;0.073644378;-2.608507467;-11.61521333
6556.709428;185.0014706;186.8033748;0.029179676;6.321183355;0.029172547;4.472539306;513.0075;;;;0.076989065;-2.56409188;-11.4750923
6577.071879;185.5956407;187.3973765;0.029179719;6.321469683;0.029170297;4.457760753;513.0075;;;;0.080333752;-2.521565428;-11.34067007
6597.434331;186.1898118;187.9913325;0.029179767;6.321784677;0.029168069;4.443089834;513.0075;;;;0.083678438;-2.480773944;-11.21144703
6617.796783;186.783984;188.5852434;0.029179819;6.322130161;0.029165866;4.428529837;513.0075;;;;0.087023125;-2.441581395;-11.08697869
6638.159234;187.3781572;189.1791097;0.029179876;6.322507715;0.029163686;4.414083627;513.0075;;;;0.090367811;-2.403867146;-10.96697171
6658.521686;187.9723316;189.7729319;0.029179938;6.32291913;0.029161531;4.399754331;513.0075;;;;0.093712498;-2.367523719;-10.85110109
6678.884138;188.5665074;190.3667104;0.029180005;6.323366412;0.0291594;4.385545319;513.0075;;;;0.097057184;-2.332454946;-10.73903695
6699.246589;189.1606845;190.9604458;0.029180078;6.32385148;0.029157294;4.371459801;513.0075;;;;0.100401871;-2.298574439;-10.63052412
6719.609041;189.7548633;191.5541386;0.029180156;6.324376038;0.029155214;4.357500577;513.0075;;;;0.103746557;-2.265804303;-10.52538352
6739.971493;190.3490436;192.1477893;0.02918024;6.324942262;0.029153159;4.343671111;513.0075;;;;0.107091244;-2.234074062;-10.42336535
6760.333944;190.9432258;192.7413983;0.02918033;6.325552267;0.02915113;4.329974714;513.0075;;;;0.11043593;-2.203319742;-10.32427051
6780.696396;191.5374098;193.3349664;0.029180427;6.326207886;0.029149127;4.316414191;513.0075;;;;0.113780617;-2.173483098;-10.22796747
6801.058847;192.1315959;193.9284939;0.029180531;6.326911487;0.029147151;4.302993131;513.0075;;;;0.117125303;-2.144510947;-10.13426298
6821.421299;192.7257841;194.5219815;0.029180641;6.327665238;0.029145201;4.289714709;513.0075;;;;0.12046999;-2.116354603;-10.0430179
6841.783751;193.3199747;195.1154296;0.029180759;6.328471356;0.029143279;4.27658215;513.0075;;;;0.123814677;-2.088969375;-9.954104
6862.146202;193.9141678;195.7088389;0.029180885;6.329332026;0.029141384;4.263598563;513.0075;;;;0.127159363;-2.062314152;-9.867409826
6882.508654;194.5083635;196.3022098;0.029181019;6.330249664;0.029139517;4.250767312;513.0075;;;;0.13050405;-2.036351021;-9.782814211
6902.871106;195.102562;196.8955431;0.02918116;6.331226879;0.029137678;4.238092038;513.0075;;;;0.133848736;-2.011044951;-9.700195734
6923.233557;195.6967635;197.4888391;0.029181311;6.332265716;0.029135867;4.22557541;513.0075;;;;0.137193423;-1.986363504;-9.619491829
6943.596009;196.2909681;198.0820986;0.02918147;6.33336894;0.029134086;4.213221182;513.0075;;;;0.140538109;-1.962276587;-9.540591087
6963.958461;196.8851761;198.6753221;0.029181638;6.334539092;0.029132333;4.201032661;513.0075;;;;0.143882796;-1.938756229;-9.463412159
6984.320912;197.4793876;199.2685103;0.029181816;6.335778618;0.029130609;4.189012952;513.0075;;;;0.147227482;-1.91577639;-9.387887623
7004.683364;198.0736028;199.8616636;0.029182003;6.337090421;0.029128915;4.177165813;513.0075;;;;0.150572169;-1.893312783;-9.313930596
7025.045816;198.6678219;200.4547827;0.029182201;6.338476973;0.029127252;4.16549427;513.0075;;;;0.153916855;-1.871342723;-9.241487272
7045.408267;199.2620452;201.0478683;0.029182409;6.339940934;0.029125618;4.154001553;513.0075;;;;0.157261542;-1.849844988;-9.170498319
7065.770719;199.8562728;201.6409209;0.029182628;6.34148552;0.029124015;4.142691712;513.0075;;;;0.160606228;-1.828799696;-9.100885315
7086.13317;200.4505049;202.2339412;0.029182858;6.343113245;0.029122443;4.131567623;513.0075;;;;0.163950915;-1.808188195;-9.032609154
7106.495622;201.0447419;202.8269298;0.0291831;6.34482703;0.029120902;4.120632754;513.0075;;;;0.167295602;-1.787992962;-8.965616622
7126.858074;201.6389839;203.4198873;0.029183353;6.346630089;0.029119393;4.109890935;513.0075;;;;0.170640288;-1.768197517;-8.899849289
7147.220525;202.2332312;204.0128145;0.029183618;6.348525214;0.029117915;4.099345292;513.0075;;;;0.173984975;-1.748786336;-8.835269667
7167.582977;202.827484;204.6057118;0.029183896;6.350515416;0.029116469;4.088999231;513.0075;;;;0.177329661;-1.729744786;-8.771835584
7187.945429;203.4217427;205.1985801;0.029184187;6.352604031;0.029115056;4.07885659;513.0075;;;;0.180674348;-1.711059052;-8.709499146
7208.30788;204.0160073;205.7914199;0.029184492;6.354793993;0.029113676;4.068920521;513.0075;;;;0.184019034;-1.69271608;-8.648228654
7228.670332;204.6102784;206.3842319;0.02918481;6.357088557;0.029112329;4.059194612;513.0075;;;;0.187363721;-1.674703521;-8.587985979
7249.032784;205.204556;206.9770169;0.029185141;6.359491236;0.029111015;4.049682779;513.0075;;;;0.190708407;-1.657009681;-8.528730309
7269.395235;205.7988405;207.5697754;0.029185488;6.362005119;0.029109734;4.04038823;513.0075;;;;0.194053094;-1.639623478;-8.470434723
7289.757687;206.3931323;208.1625082;0.029185849;6.36463352;0.029108488;4.03131447;513.0075;;;;0.19739778;-1.622534396;-8.413069056
7310.120138;206.9874315;208.755216;0.029186225;6.367379958;0.029107276;4.022465238;513.0075;;;;0.200742467;-1.605732452;-8.356601316
7330.48259;207.5817386;209.3478995;0.029186617;6.370247906;0.029106098;4.013844154;513.0075;;;;0.204087153;-1.589208154;-8.301003304
7350.845042;208.1760538;209.9405593;0.029187025;6.373240803;0.029104955;4.005454714;513.0075;;;;0.20743184;-1.572952475;-8.24624971
7371.207493;208.7703774;210.5331962;0.029187449;6.376362346;0.029103847;3.99730077;513.0075;;;;0.210776527;-1.556956823;-8.192312695
7391.569945;209.3647099;211.1258109;0.029187889;6.379615974;0.029102775;3.989385705;513.0075;;;;0.214121213;-1.541213008;-8.139170972
7411.932397;209.9590515;211.7184041;0.029188347;6.383005398;0.029101738;3.981713284;513.0075;;;;0.2174659;-1.525713224;-8.086800447
7432.294848;210.5534026;212.3109766;0.029188823;6.386534435;0.029100738;3.974287315;513.0075;;;;0.220810586;-1.510450021;-8.035177383
7452.6573;211.1477636;212.9035291;0.029189316;6.390207011;0.029099774;3.967111806;513.0075;;;;0.224155273;-1.495416286;-7.984278589
7473.019752;211.7421348;213.4960623;0.029189828;6.394026314;0.029098846;3.960189523;513.0075;;;;0.227499959;-1.48060522;-7.934092275
7493.382203;212.3365167;214.088577;0.029190359;6.397996594;0.029097955;3.953524821;513.0075;;;;0.230844646;-1.466010324;-7.884593566
7513.744655;212.9309095;214.681074;0.029190908;6.402121999;0.029097102;3.947121828;513.0075;;;;0.234189332;-1.451625379;-7.835761152
7534.107106;213.5253137;215.273554;0.029191478;6.406406017;0.029096286;3.940983612;513.0075;;;;0.237534019;-1.437444429;-7.787582854
7554.469558;214.1197297;215.8660177;0.029192067;6.410852861;0.029095508;3.935114339;513.0075;;;;0.240878705;-1.42346177;-7.740039083
7574.83201;214.714158;216.458466;0.029192677;6.415466527;0.029094768;3.929517737;513.0075;;;;0.244223392;-1.409671932;-7.693114031
7595.194461;215.3085988;217.0508996;0.029193308;6.420251074;0.029094067;3.924197603;513.0075;;;;0.247568078;-1.39606967;-7.646792295
7615.556913;215.9030527;217.6433193;0.02919396;6.42521078;0.029093404;3.919158007;513.0075;;;;0.250912765;-1.38264995;-7.6010575
7635.919365;216.4975202;218.2357259;0.029194634;6.430349644;0.029092781;3.9144026;513.0075;;;;0.254257451;-1.369407937;-7.555896856
7656.281816;217.0920015;218.8281203;0.02919533;6.435671585;0.029092196;3.909934769;513.0075;;;;0.257602138;-1.356338985;-7.511298898
7676.644268;217.6864973;219.4205031;0.029196049;6.441181644;0.029091652;3.905759633;513.0075;;;;0.260946825;-1.34343863;-7.467243789
7697.00672;218.2810079;220.0128752;0.02919679;6.446883625;0.029091147;3.901880364;513.0075;;;;0.264291511;-1.330702576;-7.423722892
7717.369171;218.8755339;220.6052375;0.029197556;6.452781544;0.029090683;3.89830039;513.0075;;;;0.267636198;-1.318126692;-7.38072613
7737.731623;219.4700757;221.1975908;0.029198345;6.458880662;0.029090259;3.895025044;513.0075;;;;0.270980884;-1.305706999;-7.338235271
7758.094075;220.0646339;221.7899358;0.029199159;6.465184684;0.029089876;3.892057157;513.0075;;;;0.274325571;-1.293439664;-7.296243994
7778.456526;220.6592088;222.3822734;0.029199997;6.471698235;0.029089534;3.889401032;513.0075;;;;0.277670257;-1.281320994;-7.25474006
7798.818978;221.2538011;222.9746045;0.029200861;6.478426084;0.029089233;3.887061047;513.0075;;;;0.281014944;-1.26934743;-7.213711168
7819.181429;221.8484112;223.5669299;0.02920175;6.485372606;0.029088975;3.885040995;513.0075;;;;0.28435963;-1.257515538;-7.173148143
7839.543881;222.4430397;224.1592505;0.029202666;6.492542191;0.029088758;3.88334466;513.0075;;;;0.287704317;-1.245822004;-7.133042121
7859.906333;223.0376871;224.7515671;0.029203608;6.499939651;0.029088584;3.881976385;513.0075;;;;0.291049003;-1.234263629;-7.093382378
7880.268784;223.632354;225.3438805;0.029204578;6.507569877;0.029088452;3.88094063;513.0075;;;;0.29439369;-1.222837326;-7.054158471
7900.631236;224.2270409;225.9361918;0.029205575;6.515437207;0.029088363;3.880240954;513.0075;;;;0.297738376;-1.211540109;-7.015363304
7920.993688;224.8217484;226.5285016;0.0292066;6.523546562;0.029088318;3.879881808;513.0075;;;;0.301083063;-1.200369095;-6.976987243
7941.356139;225.4164771;227.120811;0.029207654;6.53190269;0.029088316;3.879867287;513.0075;;;;0.30442775;-1.189321496;-6.939022015
7961.718591;226.0112275;227.7131208;0.029208736;6.540510411;0.029088358;3.880201602;513.0075;;;;0.307772436;-1.178394613;-6.901459432
7982.081043;226.6060003;228.3054319;0.029209848;6.54937458;0.029088444;3.880888989;513.0075;;;;0.311117123;-1.167585838;-6.864291566
8002.443494;227.200796;228.8977452;0.02921099;6.558500036;0.029088575;3.881933597;513.0075;;;;0.314461809;-1.156892644;-6.827510936
8022.805946;227.7956152;229.4900616;0.029212162;6.567891948;0.029088751;3.88334004;513.0075;;;;0.317806496;-1.146312585;-6.791109153
