Density;f;f0;u;P;u_0;P_0;T
20841.971418304437975;1180.916799547315804;1181.495067831738652;0.545390110155945;10186.088288148799620;0.546943311551488;10217.881798957156207;13820935.953782783447423
20869.613290212004358;1196.162657310704844;1196.715722099687582;0.554031222632119;10366.254709724973509;0.554351676812875;10372.389399765601411;13820935.953782783447423
20897.255162119570741;1211.540398610172815;1212.142807252944294;0.562094829206417;10534.698672624344908;0.561879788319784;10529.602499703323701;13820935.953782783447423
20924.897034027137124;1227.236849218935049;1227.779664795131339;0.570102582534247;10702.100989143147672;0.569529934587095;10689.575574236048851;13820935.953782783447423
20952.538905934699869;1243.053576646783313;1243.629700315124410;0.577651566148094;10860.213337145269179;0.577304464263432;10852.364547734217922;13820935.953782783447423
20980.180777842266252;1259.198379764967513;1259.696385177674983;0.588108024564950;11079.414292507373830;0.585205788197147;11018.026843438141441;13820935.953782783447423
21007.822649749832635;1275.505134759718885;1275.983258272073954;0.591916389147016;11159.369391921101851;0.593236381573569;11186.621435204779118;13820935.953782783447423
21035.464521657399018;1291.986581372361115;1292.493927820899444;0.602762727498918;11387.407387908580858;0.601398786120268;11358.208900979818281;13820935.953782783447423
21063.106393564965401;1308.791779064849152;1309.232073250633221;0.609665493937299;11532.657384221822213;0.609695612383271;11532.851478067947028;13820935.953782783447423
21090.748265472528146;1325.706814656286952;1326.201447126269159;0.618265935289774;11713.984387657272237;0.618129542077866;11710.613120289806830;13820935.953782783447423
21118.390137380094529;1342.963771324454228;1343.405877151906680;0.625991256830934;11876.963813020111047;0.626703330514510;11891.559557048976785;13820935.953782783447423
21146.032009287660912;1360.330608871257027;1360.849268239465346;0.635524047331298;12078.481238668420701;0.635419809100281;12075.758354330526345;13820935.953782783447423
21173.673881195227295;1378.091947886382968;1378.535604647604941;0.644408684286451;12266.407379405021857;0.644281887919884;12263.278977728801692;13820935.953782783447423
21201.315753102790040;1395.954983094088220;1396.468952193166842;0.653190174301133;12452.536149088489765;0.653292558399503;12454.192857587046092;13820935.953782783447423
21228.957625010356423;1414.246572000105061;1414.653460537328101;0.666728128195528;12739.696608865222515;0.662454896049788;12648.573456184272800;13820935.953782783447423
21256.599496917922806;1432.715807353640002;1433.093365548752445;0.669586330630055;12800.412651460295820;0.671772063296289;12846.496337158652750;13820935.953782783447423
21284.241368825489189;1451.325135552737493;1451.792991746231792;0.679100130214888;13002.805949541751033;0.681247312398466;13048.039237206390681;13820935.953782783447423
21311.883240733055572;1470.277158042626297;1470.756754823184792;0.690584100136648;13247.370551976317074;0.690883988453144;13253.282139982180524;13820935.953782783447423
21339.525112640618318;1489.500769585670696;1489.989164256442109;0.701803206466949;13486.646378947494668;0.700685532494749;13462.307352479227120;13820935.953782783447423
21367.166984548184701;1509.061250509981846;1509.494826002110131;0.711479413570273;13693.238185314450675;0.710655484687957;13675.199583810488548;13820935.953782783447423
21394.808856455751084;1528.848501255284873;1529.278445280865071;0.722727805086733;13933.774743821182710;0.720797487614948;13892.046026454487219;13820935.953782783447423
21422.450728363317467;1549.007245988501836;1549.344829455624676;0.732988201361922;14153.396382158918641;0.731115289665511;14112.936440156860044;13820935.953782783447423
21450.092600270880212;1569.298492545372710;1569.698891004225516;0.735397394170265;14205.043710404719604;0.741612748525204;14337.963238402793650;13820935.953782783447423
21477.734472178446595;1589.791532922946999;1590.345650590029891;0.751781667239447;14556.775497097502011;0.752293834771967;14567.221577699170666;13820935.953782783447423
21505.376344086012978;1610.855657118016552;1611.290240233402301;0.767716565105426;14899.178001063188276;0.763162635578581;14800.809449628546645;13820935.953782783447423
21533.018215993579361;1632.144527164187366;1632.537906587044517;0.773964890334773;15033.655554953960745;0.774223358525570;15038.827775791789463;13820935.953782783447423
21560.660087901142106;1653.690140454086531;1654.094014318323389;0.785293184502665;15277.749279953308360;0.785480335529882;15281.380505772007382;13820935.953782783447423
21588.301959808708489;1675.561011285207314;1675.964049601818033;0.796896809793154;15528.087949337637838;0.796938026891455;15528.574718185074744;13820935.953782783447423
21615.943831716274872;1697.752096345648852;1698.153623725351281;0.809207711191732;15794.036336966513772;0.808601025458301;15780.520724849464386;13820935.953782783447423
21643.585703623841255;1720.256118306524741;1720.668476812905737;0.817077005570380;15964.220078216318143;0.820474060921759;16037.332178347474837;13820935.953782783447423
21671.227575531407638;1743.021790857588940;1743.514481668094959;0.835649481601977;16366.528298313702180;0.832562004238434;16299.126182923555461;13820935.953782783447423
21698.869447438970383;1766.369497987056775;1766.697647741588980;0.845056278129725;16570.396356888519222;0.844869872185612;16566.023408888468111;13820935.953782783447423
21726.511319346536766;1789.741694223197328;1790.224125226502110;0.854683238052155;16779.543351772696042;0.857402832056785;16838.148210695024318;13820935.953782783447423
21754.153191254103149;1813.689523616424594;1814.100209285430083;0.871900471242425;17153.766895317941817;0.870166206501715;17115.628748805323994;13820935.953782783447423
21781.795063161669532;1837.929052980226743;1838.332344413445298;0.887537110237151;17494.222393156123871;0.883165478514335;17398.597115444921656;13820935.953782783447423
