Density;f_before;f_after;;;T
0.000001000000000;-0.000628972403310;-0.000628972403310;;;510.600000000000023
0.080702433985409;-12.098742375929874;-12.110116619106924;;;510.600000000000023
0.161404867970818;-19.543987203597673;-19.580219887117234;;;510.600000000000023
0.242107301956227;-25.289507631182548;-25.361955623682213;;;510.600000000000023
0.322809735941636;-29.960921797767128;-30.080817271912096;;;510.600000000000023
0.403512169927045;-33.854025657527608;-34.031560776658957;;;510.600000000000023
0.484214603912454;-37.142097759963839;-37.386479620138871;;;510.600000000000023
0.564917037897863;-39.938928378504471;-40.258595979991590;;;510.600000000000023
0.645619471883272;-42.324841982372966;-42.727669696964192;;;510.600000000000023
0.726321905868681;-44.359456326249024;-44.852897087569517;;;510.600000000000023
0.807024339854090;-46.088685864102118;-46.679862316900753;;;510.600000000000023
0.887726773839499;-47.548910122154787;-48.244671635025789;;;510.600000000000023
0.968429207824908;-48.769610468208384;-49.576569686244170;;;510.600000000000023
1.049131641810317;-49.775119680376413;-50.699676867197397;;;510.600000000000023
1.129834075795726;-50.585828397448630;-51.634188117749375;;;510.600000000000023
1.210536509781135;-51.219043862485975;-52.397226482833844;;;510.600000000000023
1.291238943766544;-51.689617651243687;-53.003467088431485;;;510.600000000000023
1.371941377751953;-52.010415041720016;-53.465603682323206;;;510.600000000000023
1.452643811737362;-52.192672891083816;-53.794704353546095;;;510.600000000000023
1.533346245722771;-52.246277181408935;-54.000487446106625;;;510.600000000000023
1.614048679708180;-52.179981505917098;-54.091538835288276;;;510.600000000000023
1.694751113693589;-52.001581355205587;-54.075485341938098;;;510.600000000000023
1.775453547678998;-51.718054797170623;-53.959134807031944;;;510.600000000000023
1.856155981664407;-51.335677241628410;-53.748590457582317;;;510.600000000000023
1.936858415649816;-50.860115964676396;-53.449345190066026;;;510.600000000000023
2.017560849635225;-50.296508642261912;-53.066359982223922;;;510.600000000000023
2.098263283620634;-49.649529117435762;-52.604129628492160;;;510.600000000000023
2.178965717606043;-48.923442877143721;-52.066738252985743;;;510.600000000000023
2.259668151591452;-48.122154163378390;-51.457906508890744;;;510.600000000000023
2.340370585576861;-47.249246224260936;-50.781031959360462;;;510.600000000000023
2.421073019562270;-46.308015904374109;-50.039223830127447;;;510.600000000000023
2.501775453547679;-45.301503522827382;-49.235333078132662;;;510.600000000000023
2.582477887533088;-44.232518813220103;-48.371978544429851;;;510.600000000000023
2.663180321518497;-43.103663544223473;-47.451569807926234;;;510.600000000000023
2.743882755503906;-41.917351331705447;-46.476327247182631;;;510.600000000000023
2.824585189489315;-40.675825063517628;-45.448299727724233;;;510.600000000000023
2.905287623474724;-39.381172276171533;-44.369380252665010;;;510.600000000000023
2.985990057460133;-38.035338776843815;-43.241319866297701;;;510.600000000000023
3.066692491445542;-36.640140759035866;-42.065740053335340;;;510.600000000000023
3.147394925430951;-35.197275583946485;-40.844143810618696;;;510.600000000000023
3.228097359416360;-33.708331457112912;-39.577925603054403;;;510.600000000000023
3.308799793401769;-32.174796062748626;-38.268380284994642;;;510.600000000000023
3.389502227387178;-30.598064368720152;-36.916711172091453;;;510.600000000000023
3.470204661372587;-28.979445637422284;-35.524037318374717;;;510.600000000000023
3.550907095357996;-27.320169765602770;-34.091400107588079;;;510.600000000000023
3.631609529343405;-25.621393053421730;-32.619769253323270;;;510.600000000000023
3.712311963328814;-23.884203389700080;-31.110048213397480;;;510.600000000000023
3.793014397314223;-22.109625003968940;-29.563079147346361;;;510.600000000000023
3.873716831299632;-20.298622813253175;-27.979647443797710;;;510.600000000000023
3.954419265285041;-18.452106343302273;-26.360485820012414;;;510.600000000000023
4.035121699270451;-16.570933386360537;-24.706278121545910;;;510.600000000000023
4.115824133255860;-14.655913263324537;-23.017662734034602;;;510.600000000000023
4.196526567241269;-12.707809908813674;-21.295235769774898;;;510.600000000000023
4.277229001226678;-10.727344601354259;-19.539553927124910;;;510.600000000000023
4.357931435212087;-8.715198633143524;-17.751137209498729;;;510.600000000000023
4.438633869197496;-6.672015605008143;-15.930471327599165;;;510.600000000000023
4.519336303182905;-4.598403733694404;-14.078010021965843;;;510.600000000000023
